source_id,error,timestamp
5BZQ J1837-5848,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T13:39:37.351347+00:00
5BZQ J2308+2008,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T13:42:54.460247+00:00
5BZQ J2311+3425,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T13:53:28.646241+00:00
5BZB J2311+0205,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T13:53:42.303481+00:00
5BZG J2318+3048,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T13:54:17.631976+00:00
5BZQ J2259-0811,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T13:54:17.632490+00:00
5BZQ J2300-2644,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T13:54:17.632539+00:00
5BZQ J2251+2217,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T13:57:04.136727+00:00
5BZB J2249+1308,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T13:59:17.266987+00:00
5BZB J2338+2124,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:10:37.420289+00:00
5BZQ J2343-2858,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:10:37.420387+00:00
5BZQ J2337-5216,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:10:37.490205+00:00
5BZG J2346+4024,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:18:11.957903+00:00
5BZG J2345-1449,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:18:11.963442+00:00
5BZB J2346+8007,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:18:12.010006+00:00
5BZU J2345-1515,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:19:14.567489+00:00
5BZQ J2345-1555,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:19:30.488476+00:00
5BZQ J2347-4946,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:19:46.188506+00:00
5BZB J2319+1611,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:19:46.188615+00:00
5BZU J2333-2343,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:19:46.198187+00:00
5BZB J2323+4210,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:21:47.290040+00:00
5BZQ J2324-3714,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:21:47.311107+00:00
5BZQ J2332-4118,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:21:47.311200+00:00
5BZQ J2323-0617,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:22:49.854940+00:00
5BZQ J2151+0552,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:36:11.402909+00:00
5BZQ J2136+0041,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:48:34.261502+00:00
5BZB J2149+0322,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:48:34.461484+00:00
5BZB J2148-0733,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:48:34.475110+00:00
5BZQ J2148+0657,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:48:34.724060+00:00
5BZQ J2145-3357,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:48:34.728473+00:00
5BZQ J2147-7621,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:48:34.733025+00:00
5BZQ J2238+0724,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:56:58.469234+00:00
5BZQ J2237-3921,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:56:58.472732+00:00
5BZG J2238-3940,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:56:58.508581+00:00
5BZB J2236-1433,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:56:58.692353+00:00
5BZQ J2236+2828,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T14:56:58.990844+00:00
5BZQ J2230-1325,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:02:18.873885+00:00
5BZB J2235-3629,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:02:18.877273+00:00
5BZQ J2239-5525,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:02:18.953125+00:00
5BZB J2243+2021,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:07:27.517212+00:00
5BZB J2243-2544,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:07:27.544260+00:00
5BZB J2243-0609,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:07:43.535542+00:00
5BZQ J2241+0953,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:07:43.538877+00:00
5BZB J2241+4120,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:07:43.604194+00:00
5BZB J2219+2120,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:20:32.860826+00:00
5BZQ J2219+0736,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:20:32.862633+00:00
5BZB J2222-1753,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:20:32.862679+00:00
5BZQ J2219-2719,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:20:32.862978+00:00
5BZG J2219+2613,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:20:32.865798+00:00
5BZB J2221-5225,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:20:32.960378+00:00
4FGL J1043.2+2408,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:31:54.502839+00:00
4FGL J1042.1-4128,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:31:54.508376+00:00
4FGL J1042.9+0054,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:31:54.508434+00:00
4FGL J1041.9-0557,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T15:32:23.397778+00:00
4FGL J1054.5+2211,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+163.627899%2C+22.191299%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x10994b4d0>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T16:29:21.001478+00:00
4FGL J1054.2+3926,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+163.558197%2C+39.435200%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x116066490>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T16:29:21.036985+00:00
4FGL J1057.3-2341,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+164.342300%2C+-23.688900%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x116066990>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T16:29:56.571003+00:00
4FGL J1057.8-2754,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+164.453995%2C+-27.901600%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x116064910>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T16:29:56.610666+00:00
4FGL J1053.9+8628,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T17:16:54.644325+00:00
4FGL J1053.7+4930,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T17:16:54.690800+00:00
4FGL J0923.5+4210,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T17:23:52.736527+00:00
4FGL J1014.3+4112,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T17:24:05.876875+00:00
4FGL J0926.4+5412,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T17:24:05.957746+00:00
4FGL J0925.7+3126,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T17:24:05.999526+00:00
4FGL J0925.7+5959,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T17:24:10.190795+00:00
4FGL J0924.0+0534,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T17:24:10.215861+00:00
4FGL J0924.0+2816,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T17:24:10.816127+00:00
4FGL J0917.3-0342,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+139.333893%2C+-3.703500%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x10994b610>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T18:20:17.339238+00:00
4FGL J0917.1-2131,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+139.282593%2C+-21.525200%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x10994bc50>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T18:20:17.422964+00:00
4FGL J0916.7+5238,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T18:27:10.842035+00:00
4FGL J0916.7+3856,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T18:27:10.842320+00:00
4FGL J0915.4-3027,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T18:27:17.680784+00:00
4FGL J0915.9+2933,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T18:27:17.680885+00:00
4FGL J1124.9+2143,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+171.242493%2C+21.730900%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x10994bc50>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T20:45:08.462996+00:00
4FGL J1124.9+4934,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T21:25:13.163961+00:00
4FGL J1150.6+4154,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T22:02:37.686400+00:00
4FGL J1150.6-4823,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T22:02:37.686527+00:00
4FGL J1150.0+1033,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T22:16:48.858251+00:00
4FGL J1149.4+2441,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T22:16:58.678309+00:00
4FGL J1151.5-1347,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T22:17:40.492071+00:00
4FGL J0546.9-2206,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+86.726601%2C+-22.112400%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x10994b9d0>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T22:34:15.218822+00:00
4FGL J0556.2-4352,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+89.074898%2C+-43.869598%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x10994b4d0>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T22:34:31.738416+00:00
4FGL J0550.5-3216,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+87.625198%2C+-32.277100%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x116066490>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T22:35:46.229164+00:00
4FGL J0552.4+3755,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Read timed out. (read timeout=60)",2026-03-02T22:36:19.697722+00:00
4FGL J0548.5-5218,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+87.144203%2C+-52.315300%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x116067c50>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T22:36:29.175157+00:00
4FGL J0549.0+3258c,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+87.269798%2C+32.968601%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x116064690>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T22:36:29.238504+00:00
4FGL J0542.8-3458,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+85.704002%2C+-34.982601%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x116064190>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T22:36:30.885084+00:00
4FGL J0423.1+2106,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+65.780502%2C+21.108700%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x10994b250>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T23:25:17.962062+00:00
4FGL J0509.1-7317,"HTTPSConnectionPool(host='irsa.ipac.caltech.edu', port=443): Max retries exceeded with url: /TAP/sync?QUERY=%0A++++SELECT+mjd%2C+w1mpro%2C+w1sigmpro%2C+w2mpro%2C+w2sigmpro%2C+qi_fact%2C+saa_sep%2C+moon_masked%0A++++FROM+neowiser_p1bs_psd%0A++++WHERE+CONTAINS%28%0A++++++++POINT%28%27ICRS%27%2C+ra%2C+dec%29%2C%0A++++++++CIRCLE%28%27ICRS%27%2C+77.297302%2C+-73.299500%2C+0.00083333%29%0A++++%29+%3D+1%0A++++AND+qi_fact+%3E%3D+1+AND+saa_sep+%3E%3D+5%0A++++AND+w1sigmpro+IS+NOT+NULL+AND+w1sigmpro+%3C+0.2%0A++++ORDER+BY+mjd%0A++++&FORMAT=json&LANG=ADQL (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x10994bc50>: Failed to resolve 'irsa.ipac.caltech.edu' ([Errno 8] nodename nor servname provided, or not known)""))",2026-03-02T23:30:19.733406+00:00
