source_id,ra,dec,redshift,z_bin,class,y_true
080102.99+261725.6,120.262485,26.290445,0.593059,z_0.3-0.6,normal_agn,0
084309.90+444848.3,130.791265,44.813439,0.509000,z_0.3-0.6,normal_agn,0
080934.31+335238.2,122.392970,33.877304,0.449764,z_0.3-0.6,normal_agn,0
082202.36+502503.2,125.509834,50.417582,0.358062,z_0.3-0.6,normal_agn,0
084151.38+562117.5,130.464099,56.354868,0.589000,z_0.3-0.6,normal_agn,0
084433.19+034255.0,131.138298,3.715297,0.341754,z_0.3-0.6,normal_agn,0
081536.58+262644.5,123.902453,26.445720,0.367712,z_0.3-0.6,normal_agn,0
080956.21+255132.7,122.484215,25.859105,0.562452,z_0.3-0.6,normal_agn,0
083857.19+531015.6,129.738332,53.171010,0.589000,z_0.3-0.6,normal_agn,0
084245.80+353248.8,130.690846,35.546893,0.494975,z_0.3-0.6,normal_agn,0
084345.93+200240.9,130.941393,20.044697,0.539338,z_0.3-0.6,normal_agn,0
075431.02+480819.7,118.629253,48.138826,0.587948,z_0.3-0.6,normal_agn,0
082440.61+235709.9,126.169230,23.952754,0.536407,z_0.3-0.6,normal_agn,0
081449.24+384628.4,123.705174,38.774568,0.495000,z_0.3-0.6,normal_agn,0
083431.42+450742.0,128.630950,45.128340,0.467000,z_0.3-0.6,normal_agn,0
084054.26+545416.2,130.226115,54.904521,0.486000,z_0.3-0.6,normal_agn,0
082639.77+595702.4,126.665748,59.950674,0.511400,z_0.3-0.6,normal_agn,0
082051.07+513648.4,125.212792,51.613454,0.595000,z_0.3-0.6,normal_agn,0
083645.15+525719.5,129.188131,52.955418,0.349000,z_0.3-0.6,normal_agn,0
081257.81+522210.1,123.240897,52.369491,0.548545,z_0.3-0.6,normal_agn,0
075841.97+323702.8,119.674880,32.617449,0.557467,z_0.3-0.6,normal_agn,0
084305.31+453230.1,130.772136,45.541717,0.559000,z_0.3-0.6,normal_agn,0
080158.20+475048.4,120.492514,47.846790,0.581288,z_0.3-0.6,normal_agn,0
075210.78+345710.6,118.044951,34.952960,0.405766,z_0.3-0.6,normal_agn,0
081054.73+501319.5,122.728062,50.222101,0.322639,z_0.3-0.6,normal_agn,0
082218.89+493633.9,125.578710,49.609431,0.475000,z_0.3-0.6,normal_agn,0
083456.16+301219.1,128.734019,30.205329,0.505334,z_0.3-0.6,normal_agn,0
080258.58+393113.9,120.744098,39.520553,0.576506,z_0.3-0.6,normal_agn,0
075428.24+393934.4,118.617696,39.659558,0.521437,z_0.3-0.6,normal_agn,0
080547.82+324412.8,121.449283,32.736894,0.459861,z_0.3-0.6,normal_agn,0
084038.10+184522.7,130.158774,18.756329,0.581239,z_0.3-0.6,normal_agn,0
081001.12+205439.2,122.504704,20.910897,0.388918,z_0.3-0.6,normal_agn,0
074916.72+391307.8,117.319703,39.218852,0.464532,z_0.3-0.6,normal_agn,0
080421.92+235528.1,121.091348,23.924478,0.482000,z_0.3-0.6,normal_agn,0
083848.40+404309.0,129.701689,40.719168,0.551126,z_0.3-0.6,normal_agn,0
080653.12+551321.8,121.721369,55.222747,0.554080,z_0.3-0.6,normal_agn,0
082418.50+510835.2,126.077119,51.143134,0.458000,z_0.3-0.6,normal_agn,0
082905.01+571541.6,127.270888,57.261574,0.350500,z_0.3-0.6,normal_agn,0
075513.11+495415.4,118.804645,49.904290,0.496245,z_0.3-0.6,normal_agn,0
082530.81+281012.8,126.378384,28.170234,0.520967,z_0.3-0.6,normal_agn,0
083355.92+371337.6,128.483003,37.227126,0.526567,z_0.3-0.6,normal_agn,0
082432.62+451234.8,126.135934,45.209688,0.567000,z_0.3-0.6,normal_agn,0
082718.94+294204.3,126.828927,29.701196,0.408631,z_0.3-0.6,normal_agn,0
080955.31+540145.7,122.480460,54.029379,0.597000,z_0.3-0.6,normal_agn,0
083227.15+055603.5,128.113127,5.934318,0.345639,z_0.3-0.6,normal_agn,0
081200.26+160951.0,123.001092,16.164170,0.442106,z_0.3-0.6,normal_agn,0
075909.80+485151.8,119.790865,48.864408,0.567507,z_0.3-0.6,normal_agn,0
082851.72+334056.8,127.215500,33.682453,0.442676,z_0.3-0.6,normal_agn,0
082203.36+463015.2,125.514012,46.504246,0.535000,z_0.3-0.6,normal_agn,0
082958.79+513044.5,127.494960,51.512376,0.342442,z_0.3-0.6,normal_agn,0
080314.94+363116.5,120.812256,36.521273,0.414150,z_0.3-0.6,normal_agn,0
084005.89+221236.9,130.024565,22.210272,0.566427,z_0.3-0.6,normal_agn,0
074858.31+332822.5,117.242960,33.472940,0.584000,z_0.3-0.6,normal_agn,0
081831.96+231304.3,124.633185,23.217866,0.312963,z_0.3-0.6,normal_agn,0
080540.16+561530.3,121.417337,56.258438,0.447422,z_0.3-0.6,normal_agn,0
081731.12+233521.4,124.379669,23.589281,0.500470,z_0.3-0.6,normal_agn,0
083026.77+524601.3,127.611575,52.767053,0.546000,z_0.3-0.6,normal_agn,0
081851.85+534745.6,124.716050,53.796022,0.595000,z_0.3-0.6,normal_agn,0
080448.03+103728.0,121.200142,10.624450,0.588900,z_0.3-0.6,normal_agn,0
075429.46+173450.2,118.622786,17.580623,0.572699,z_0.3-0.6,normal_agn,0
081227.88+465152.0,123.116188,46.864465,0.491314,z_0.3-0.6,normal_agn,0
082547.07+181228.6,126.446166,18.207946,0.525161,z_0.3-0.6,normal_agn,0
082403.30+405239.8,126.013777,40.877748,0.596395,z_0.3-0.6,normal_agn,0
082942.10+352833.8,127.425450,35.476070,0.432000,z_0.3-0.6,normal_agn,0
075947.19+494701.6,119.946651,49.783787,0.539347,z_0.3-0.6,normal_agn,0
081841.27+450931.8,124.671988,45.158847,0.414000,z_0.3-0.6,normal_agn,0
083133.68+262757.5,127.890369,26.465985,0.447917,z_0.3-0.6,normal_agn,0
082055.43+354204.0,125.230991,35.701136,0.589000,z_0.3-0.6,normal_agn,0
082235.89+453407.2,125.649556,45.568669,0.466951,z_0.3-0.6,normal_agn,0
080930.91+490842.7,122.378826,49.145200,0.529000,z_0.3-0.6,normal_agn,0
083526.42+465535.5,128.860106,46.926546,0.319957,z_0.3-0.6,normal_agn,0
075601.61+285033.1,119.006744,28.842547,0.421042,z_0.3-0.6,normal_agn,0
083850.97+591605.9,129.712394,59.268328,0.465181,z_0.3-0.6,normal_agn,0
080752.35+223456.8,121.968131,22.582447,0.595651,z_0.3-0.6,normal_agn,0
083525.53+311154.4,128.856384,31.198456,0.413453,z_0.3-0.6,normal_agn,0
082045.81+523607.7,125.190880,52.602159,0.518000,z_0.3-0.6,normal_agn,0
075201.69+103110.7,118.007067,10.519648,0.472000,z_0.3-0.6,normal_agn,0
083647.04+122926.2,129.196020,12.490629,0.544930,z_0.3-0.6,normal_agn,0
080306.75+302411.9,120.778128,30.403322,0.337936,z_0.3-0.6,normal_agn,0
083442.90+244829.4,128.678791,24.808193,0.593000,z_0.3-0.6,normal_agn,0
075546.68+165618.3,118.944518,16.938440,0.349105,z_0.3-0.6,normal_agn,0
082949.99+274023.3,127.458293,27.673149,0.550776,z_0.3-0.6,normal_agn,0
084042.23+440429.2,130.175999,44.074778,0.498302,z_0.3-0.6,normal_agn,0
080413.77+204153.8,121.057403,20.698291,0.434076,z_0.3-0.6,normal_agn,0
081507.92+543407.8,123.783001,54.568856,0.427000,z_0.3-0.6,normal_agn,0
080931.70+322014.1,122.382114,32.337259,0.390450,z_0.3-0.6,normal_agn,0
081747.77+090037.9,124.449049,9.010548,0.536200,z_0.3-0.6,normal_agn,0
083258.34+323003.3,128.243120,32.500933,0.397082,z_0.3-0.6,normal_agn,0
081853.40+384803.4,124.722519,38.800970,0.502233,z_0.3-0.6,normal_agn,0
081221.94+330451.5,123.091456,33.080993,0.577000,z_0.3-0.6,normal_agn,0
075925.89+455633.3,119.857891,45.942590,0.514000,z_0.3-0.6,normal_agn,0
081419.57+214225.5,123.581580,21.707092,0.408000,z_0.3-0.6,normal_agn,0
075407.71+161559.9,118.532147,16.266666,0.451863,z_0.3-0.6,normal_agn,0
081537.33+472223.4,123.905578,47.373194,0.552152,z_0.3-0.6,normal_agn,0
080550.32+353304.6,121.459707,35.551279,0.518270,z_0.3-0.6,normal_agn,0
075248.79+470520.7,118.203304,47.089107,0.358670,z_0.3-0.6,normal_agn,0
083959.19+215837.2,129.996664,21.977004,0.507800,z_0.3-0.6,normal_agn,0
080449.13+453547.0,121.204726,45.596391,0.428000,z_0.3-0.6,normal_agn,0
082016.60+363049.6,125.069190,36.513795,0.335633,z_0.3-0.6,normal_agn,0
075401.60+393231.5,118.506675,39.542090,0.567400,z_0.3-0.6,normal_agn,0
081346.22+493552.2,123.442591,49.597854,0.563000,z_0.3-0.6,normal_agn,0
080646.01+310034.2,121.691727,31.009516,0.417592,z_0.3-0.6,normal_agn,0
082240.31+295905.5,125.667980,29.984881,0.586775,z_0.3-0.6,normal_agn,0
075528.86+124636.2,118.870267,12.776747,0.419497,z_0.3-0.6,normal_agn,0
083733.44+352132.5,129.389339,35.359028,0.594166,z_0.3-0.6,normal_agn,0
082030.46+345956.4,125.126925,34.999010,0.582268,z_0.3-0.6,normal_agn,0
075804.69+324858.8,119.519580,32.816344,0.560000,z_0.3-0.6,normal_agn,0
080024.38+374552.8,120.101594,37.764688,0.573680,z_0.3-0.6,normal_agn,0
082250.68+134221.6,125.711200,13.706020,0.438800,z_0.3-0.6,normal_agn,0
080229.00+235554.9,120.620867,23.931919,0.580909,z_0.3-0.6,normal_agn,0
082513.08+320445.6,126.304530,32.079348,0.467900,z_0.3-0.6,normal_agn,0
084405.89+421216.4,131.024542,42.204565,0.502155,z_0.3-0.6,normal_agn,0
082305.52+420830.0,125.773005,42.141687,0.532552,z_0.3-0.6,normal_agn,0
083416.22+531841.8,128.567607,53.311637,0.369000,z_0.3-0.6,normal_agn,0
083655.57+460543.5,129.231558,46.095425,0.592000,z_0.3-0.6,normal_agn,0
083034.62+295019.7,127.644276,29.838810,0.496001,z_0.3-0.6,normal_agn,0
080117.15+500643.0,120.321483,50.111948,0.525884,z_0.3-0.6,normal_agn,0
075638.07+374831.8,119.158633,37.808835,0.468422,z_0.3-0.6,normal_agn,0
080045.57+241134.2,120.189884,24.192851,0.581476,z_0.3-0.6,normal_agn,0
082154.37+001046.4,125.476558,0.179558,0.436243,z_0.3-0.6,normal_agn,0
083050.13+154355.9,127.708880,15.732221,0.361900,z_0.3-0.6,normal_agn,0
081058.81+481845.9,122.745081,48.312777,0.523996,z_0.3-0.6,normal_agn,0
083013.44+520541.7,127.556039,52.094939,0.302646,z_0.3-0.6,normal_agn,0
075213.25+260827.8,118.055221,26.141078,0.571160,z_0.3-0.6,normal_agn,0
084340.96+453713.8,130.920704,45.620523,0.578000,z_0.3-0.6,normal_agn,0
075824.00+323309.2,119.600035,32.552559,0.423907,z_0.3-0.6,normal_agn,0
082756.95+114431.3,126.987330,11.742049,0.420200,z_0.3-0.6,normal_agn,0
081110.13+211337.9,122.792243,21.227212,0.523138,z_0.3-0.6,normal_agn,0
080315.25+223953.2,120.813555,22.664792,0.520871,z_0.3-0.6,normal_agn,0
083503.17+482850.2,128.763227,48.480615,0.593707,z_0.3-0.6,normal_agn,0
083915.07+130443.4,129.812802,13.078742,0.308429,z_0.3-0.6,normal_agn,0
080944.09+271921.9,122.433714,27.322757,0.544106,z_0.3-0.6,normal_agn,0
081949.96+243226.1,124.958202,24.540597,0.480025,z_0.3-0.6,normal_agn,0
083113.57+264610.7,127.806550,26.769663,0.391000,z_0.3-0.6,normal_agn,0
081035.84+512203.8,122.649333,51.367727,0.469000,z_0.3-0.6,normal_agn,0
083032.82+102231.6,127.636756,10.375452,0.563000,z_0.3-0.6,normal_agn,0
075549.56+321704.1,118.956511,32.284477,0.420837,z_0.3-0.6,normal_agn,0
082735.45+033824.5,126.897749,3.640155,0.514283,z_0.3-0.6,normal_agn,0
075906.24+502352.3,119.776027,50.397874,0.550000,z_0.3-0.6,normal_agn,0
084449.67+153007.2,131.206989,15.502010,0.563630,z_0.3-0.6,normal_agn,0
084110.88+022952.1,130.295340,2.497815,0.332209,z_0.3-0.6,normal_agn,0
080709.92+205901.7,121.791361,20.983821,0.314970,z_0.3-0.6,normal_agn,0
080735.48+463104.0,121.897855,46.517794,0.526000,z_0.3-0.6,normal_agn,0
082200.71+584703.3,125.502998,58.784259,0.594000,z_0.3-0.6,normal_agn,0
075654.88+345134.7,119.228683,34.859651,0.494149,z_0.3-0.6,normal_agn,0
084459.07+435833.3,131.246138,43.975919,0.456202,z_0.3-0.6,normal_agn,0
081838.88+431755.7,124.662039,43.298811,0.544721,z_0.3-0.6,normal_agn,0
080510.74+063756.0,121.294766,6.632246,0.520000,z_0.3-0.6,normal_agn,0
082140.74+371518.7,125.419758,37.255211,0.314893,z_0.3-0.6,normal_agn,0
081918.65+483554.6,124.827731,48.598521,0.495000,z_0.3-0.6,normal_agn,0
075241.33+301952.2,118.172229,30.331176,0.461042,z_0.3-0.6,normal_agn,0
081253.41+470916.9,123.222572,47.154699,0.351987,z_0.3-0.6,normal_agn,0
080949.19+481112.8,122.454988,48.186914,0.435000,z_0.3-0.6,normal_agn,0
083405.40+424238.5,128.522513,42.710699,0.524213,z_0.3-0.6,normal_agn,0
075937.44+330134.0,119.906034,33.026126,0.420570,z_0.3-0.6,normal_agn,0
082227.09+204010.5,125.612905,20.669591,0.439526,z_0.3-0.6,normal_agn,0
084326.10+033628.8,130.858751,3.608018,0.426335,z_0.3-0.6,normal_agn,0
081601.94+240925.8,124.008118,24.157181,0.553211,z_0.3-0.6,normal_agn,0
084434.80+435355.3,131.145002,43.898711,0.506000,z_0.3-0.6,normal_agn,0
083528.43+384712.5,128.868465,38.786830,0.405703,z_0.3-0.6,normal_agn,0
084419.29+503152.1,131.080399,50.531165,0.323566,z_0.3-0.6,normal_agn,0
083137.40+414853.2,127.905859,41.814782,0.557355,z_0.3-0.6,normal_agn,0
084353.78+243102.9,130.974088,24.517492,0.372587,z_0.3-0.6,normal_agn,0
083348.32+512221.5,128.451365,51.372654,0.454886,z_0.3-0.6,normal_agn,0
080224.26+492737.2,120.601105,49.460356,0.588718,z_0.3-0.6,normal_agn,0
084148.66+252232.6,130.452760,25.375731,0.329146,z_0.3-0.6,normal_agn,0
083828.17+504152.3,129.617400,50.697863,0.374000,z_0.3-0.6,normal_agn,0
082908.17+314404.5,127.284072,31.734590,0.557904,z_0.3-0.6,normal_agn,0
081107.57+342940.8,122.781558,34.494693,0.399841,z_0.3-0.6,normal_agn,0
080459.95+272248.7,121.249803,27.380199,0.579125,z_0.3-0.6,normal_agn,0
080251.63+292851.1,120.715145,29.480876,0.572374,z_0.3-0.6,normal_agn,0
084453.56+425744.8,131.223189,42.962457,0.345000,z_0.3-0.6,normal_agn,0
080141.10+312153.0,120.421273,31.364747,0.477574,z_0.3-0.6,normal_agn,0
084511.39+275431.8,131.297491,27.908858,0.580738,z_0.3-0.6,normal_agn,0
080341.26+531815.2,120.921949,53.304243,0.594000,z_0.3-0.6,normal_agn,0
080306.55+273927.7,120.777316,27.657696,0.579867,z_0.3-0.6,normal_agn,0
083220.90+080414.9,128.087111,8.070815,0.553564,z_0.3-0.6,normal_agn,0
081126.62+313300.4,122.860954,31.550135,0.594000,z_0.3-0.6,normal_agn,0
075922.94+105326.0,119.845614,10.890560,0.534500,z_0.3-0.6,normal_agn,0
083010.75+422238.5,127.544799,42.377388,0.559726,z_0.3-0.6,normal_agn,0
081527.06+335536.8,123.862790,33.926897,0.429652,z_0.3-0.6,normal_agn,0
081259.70+145013.3,123.248765,14.837032,0.415025,z_0.3-0.6,normal_agn,0
075546.20+541245.4,118.942507,54.212629,0.540883,z_0.3-0.6,normal_agn,0
082811.55+123359.3,127.048156,12.566473,0.362100,z_0.3-0.6,normal_agn,0
080149.35+420740.2,120.455658,42.127837,0.495908,z_0.3-0.6,normal_agn,0
075746.05+150419.3,119.441882,15.072050,0.484113,z_0.3-0.6,normal_agn,0
081411.47+541838.1,123.547828,54.310611,0.429110,z_0.3-0.6,normal_agn,0
083643.57+072905.7,129.181566,7.484926,0.580425,z_0.3-0.6,normal_agn,0
080549.11+532228.7,121.454654,53.374659,0.485000,z_0.3-0.6,normal_agn,0
084152.31+465037.5,130.467975,46.843770,0.599000,z_0.3-0.6,normal_agn,0
075350.42+533858.4,118.460113,53.649579,0.589651,z_0.3-0.6,normal_agn,0
075045.00+212546.3,117.687508,21.429536,0.408451,z_0.3-0.6,normal_agn,0
080953.24+544617.3,122.471875,54.771493,0.350000,z_0.3-0.6,normal_agn,0
081459.31+540740.5,123.747152,54.127937,0.582891,z_0.3-0.6,normal_agn,0
082609.35+481355.4,126.538975,48.232075,0.593000,z_0.3-0.6,normal_agn,0
080038.22+212613.5,120.159252,21.437094,0.599000,z_0.3-0.6,normal_agn,0
082146.37+325348.9,125.443231,32.896922,0.461401,z_0.3-0.6,normal_agn,0
083819.35+571348.0,129.580666,57.230022,0.397696,z_0.3-0.6,normal_agn,0
081955.08+441209.8,124.979528,44.202745,0.595000,z_0.3-0.6,normal_agn,0
075954.27+290955.8,119.976151,29.165511,0.473580,z_0.3-0.6,normal_agn,0
081034.90+560503.1,122.645417,56.084195,0.489000,z_0.3-0.6,normal_agn,0
081622.78+322413.2,124.094946,32.403684,0.348650,z_0.3-0.6,normal_agn,0
084020.84+522624.4,130.086850,52.440117,0.488000,z_0.3-0.6,normal_agn,0
080919.63+244607.6,122.331812,24.768799,0.424624,z_0.3-0.6,normal_agn,0
081920.74+220801.6,124.836457,22.133793,0.342180,z_0.3-0.6,normal_agn,0
083120.98+483154.4,127.837429,48.531793,0.334737,z_0.3-0.6,normal_agn,0
084010.96+291116.6,130.045691,29.187965,0.598790,z_0.3-0.6,normal_agn,0
083401.65+502837.4,128.506902,50.477077,0.464116,z_0.3-0.6,normal_agn,0
083353.17+393101.5,128.471558,39.517100,0.539000,z_0.3-0.6,normal_agn,0
080643.28+081449.2,121.680364,8.247025,0.360600,z_0.3-0.6,normal_agn,0
081239.75+543703.1,123.165641,54.617538,0.579000,z_0.3-0.6,normal_agn,0
075336.71+283354.0,118.402999,28.565027,0.587160,z_0.3-0.6,normal_agn,0
083129.51+390149.5,127.872981,39.030428,0.543957,z_0.3-0.6,normal_agn,0
075433.59+401209.2,118.639979,40.202564,0.518883,z_0.3-0.6,normal_agn,0
082526.42+274205.7,126.360111,27.701600,0.340195,z_0.3-0.6,normal_agn,0
084249.55+271200.1,130.706495,27.200045,0.522000,z_0.3-0.6,normal_agn,0
075727.07+360933.6,119.362807,36.159341,0.478595,z_0.3-0.6,normal_agn,0
080149.66+132616.7,120.456957,13.437995,0.529446,z_0.3-0.6,normal_agn,0
082953.08+394854.6,127.471201,39.815174,0.526920,z_0.3-0.6,normal_agn,0
083054.40+040708.3,127.726707,4.118994,0.444714,z_0.3-0.6,normal_agn,0
080805.47+141946.2,122.022815,14.329527,0.324109,z_0.3-0.6,normal_agn,0
081052.32+510631.7,122.718002,51.108817,0.440960,z_0.3-0.6,normal_agn,0
081318.16+265412.5,123.325683,26.903492,0.349953,z_0.3-0.6,normal_agn,0
082039.64+465350.7,125.165203,46.897434,0.414000,z_0.3-0.6,normal_agn,0
082827.24+265510.2,127.113522,26.919519,0.350016,z_0.3-0.6,normal_agn,0
081509.66+540833.1,123.790277,54.142538,0.451541,z_0.3-0.6,normal_agn,0
080042.22+374617.5,120.175952,37.771551,0.494000,z_0.3-0.6,normal_agn,0
084427.42+531858.7,131.114283,53.316324,0.598000,z_0.3-0.6,normal_agn,0
080504.05+120540.3,121.266900,12.094530,0.320590,z_0.3-0.6,normal_agn,0
075121.58+235149.0,117.839958,23.863627,0.399324,z_0.3-0.6,normal_agn,0
075612.45+222011.4,119.051886,22.336507,0.578481,z_0.3-0.6,normal_agn,0
080928.51+202805.0,122.368806,20.468077,0.316000,z_0.3-0.6,normal_agn,0
084514.85+290531.5,131.311892,29.092097,0.436191,z_0.3-0.6,normal_agn,0
082445.62+034905.2,126.190116,3.818122,0.347438,z_0.3-0.6,normal_agn,0
075613.31+275629.3,119.055462,27.941477,0.364765,z_0.3-0.6,normal_agn,0
082008.48+420126.9,125.035339,42.024140,0.595000,z_0.3-0.6,normal_agn,0
074930.53+231810.7,117.377238,23.302996,0.553750,z_0.3-0.6,normal_agn,0
083331.02+281430.9,128.379250,28.241940,0.489348,z_0.3-0.6,normal_agn,0
081931.20+334837.5,124.880031,33.810437,0.402546,z_0.3-0.6,normal_agn,0
083132.02+312930.9,127.883456,31.491938,0.343540,z_0.3-0.6,normal_agn,0
083446.95+371656.0,128.695653,37.282249,0.574100,z_0.3-0.6,normal_agn,0
083220.55+122014.0,128.085652,12.337239,0.523000,z_0.3-0.6,normal_agn,0
083336.34+432033.9,128.401440,43.342771,0.549718,z_0.3-0.6,normal_agn,0
080717.57+251758.7,121.823231,25.299644,0.383442,z_0.3-0.6,normal_agn,0
080842.19+283201.6,122.175825,28.533791,0.522465,z_0.3-0.6,normal_agn,0
082750.29+444847.6,126.959573,44.813230,0.530070,z_0.3-0.6,normal_agn,0
082820.91+555702.3,127.087126,55.950640,0.549000,z_0.3-0.6,normal_agn,0
082317.92+230126.3,125.824682,23.023977,0.421782,z_0.3-0.6,normal_agn,0
084256.29+531342.2,130.734546,53.228404,0.470504,z_0.3-0.6,normal_agn,0
082527.50+202543.4,126.364623,20.428731,0.337000,z_0.3-0.6,normal_agn,0
082417.77+361953.1,126.074044,36.331418,0.564238,z_0.3-0.6,normal_agn,0
084310.09+503848.7,130.792078,50.646881,0.339662,z_0.3-0.6,normal_agn,0
082048.74+264514.3,125.203115,26.753976,0.338086,z_0.3-0.6,normal_agn,0
083215.11+425615.0,128.062973,42.937512,0.391644,z_0.3-0.6,normal_agn,0
080928.85+393056.1,122.370228,39.515598,0.496365,z_0.3-0.6,normal_agn,0
083029.76+454422.3,127.624014,45.739533,0.498783,z_0.3-0.6,normal_agn,0
080401.00+471731.5,121.004201,47.292110,0.494657,z_0.3-0.6,normal_agn,0
082731.62+171117.8,126.881753,17.188300,0.497000,z_0.3-0.6,normal_agn,0
084307.78+383335.0,130.782440,38.559725,0.438672,z_0.3-0.6,normal_agn,0
075053.50+473344.9,117.722938,47.562492,0.339033,z_0.3-0.6,normal_agn,0
084446.83+561017.3,131.195157,56.171480,0.374000,z_0.3-0.6,normal_agn,0
075043.40+311109.2,117.680842,31.185895,0.359090,z_0.3-0.6,normal_agn,0
083418.39+414704.2,128.576637,41.784519,0.334325,z_0.3-0.6,normal_agn,0
074957.71+445332.8,117.490487,44.892447,0.595000,z_0.3-0.6,normal_agn,0
083512.97+451520.1,128.804083,45.255606,0.377000,z_0.3-0.6,normal_agn,0
083152.84+283809.0,127.970186,28.635841,0.517924,z_0.3-0.6,normal_agn,0
081507.45+574110.0,123.781076,57.686126,0.452000,z_0.3-0.6,normal_agn,0
083337.11+500702.7,128.404655,50.117425,0.575000,z_0.3-0.6,normal_agn,0
083952.12+522955.4,129.967171,52.498723,0.352906,z_0.3-0.6,normal_agn,0
084354.77+492100.9,130.978239,49.350266,0.389000,z_0.3-0.6,normal_agn,0
081305.23+204721.7,123.271798,20.789365,0.489974,z_0.3-0.6,normal_agn,0
075942.88+293006.7,119.928683,29.501885,0.561067,z_0.3-0.6,normal_agn,0
075340.01+484431.2,118.416744,48.742006,0.414739,z_0.3-0.6,normal_agn,0
080211.04+225131.1,120.546013,22.858665,0.578548,z_0.3-0.6,normal_agn,0
084425.32+465038.1,131.105539,46.843920,0.517000,z_0.3-0.6,normal_agn,0
075935.65+402932.0,119.898575,40.492224,0.380000,z_0.3-0.6,normal_agn,0
081505.66+494602.5,123.773588,49.767378,0.537581,z_0.3-0.6,normal_agn,0
082409.18+523705.5,126.038266,52.618209,0.531000,z_0.3-0.6,normal_agn,0
082249.25+362947.7,125.705240,36.496601,0.492647,z_0.3-0.6,normal_agn,0
075945.54+224114.2,119.939785,22.687305,0.556970,z_0.3-0.6,normal_agn,0
083349.39+241312.4,128.455799,24.220118,0.383218,z_0.3-0.6,normal_agn,0
084328.42+551620.5,130.868444,55.272376,0.526491,z_0.3-0.6,normal_agn,0
083152.12+144938.0,127.967183,14.827228,0.402341,z_0.3-0.6,normal_agn,0
082659.71+274103.0,126.748801,27.684174,0.411181,z_0.3-0.6,normal_agn,0
081906.65+205546.2,124.777731,20.929500,0.319000,z_0.3-0.6,normal_agn,0
083132.59+521142.6,127.885804,52.195182,0.394734,z_0.3-0.6,normal_agn,0
080101.40+413201.3,120.255843,41.533712,0.586000,z_0.3-0.6,normal_agn,0
082053.76+513539.1,125.224009,51.594221,0.408070,z_0.3-0.6,normal_agn,0
075607.28+304614.7,119.030345,30.770766,0.354480,z_0.3-0.6,normal_agn,0
082953.91+371830.4,127.474627,37.308448,0.389858,z_0.3-0.6,normal_agn,0
080014.85+264406.6,120.061885,26.735170,0.483838,z_0.3-0.6,normal_agn,0
083550.36+361549.8,128.959871,36.263834,0.405156,z_0.3-0.6,normal_agn,0
083718.57+290558.4,129.327410,29.099558,0.576861,z_0.3-0.6,normal_agn,0
080954.83+245644.2,122.478484,24.945613,0.459785,z_0.3-0.6,normal_agn,0
084146.19+503600.8,130.442488,50.600229,0.555000,z_0.3-0.6,normal_agn,0
075402.14+172932.2,118.508926,17.492285,0.406033,z_0.3-0.6,normal_agn,0
080424.27+441722.7,121.101131,44.289662,0.359668,z_0.3-0.6,normal_agn,0
084508.76+460352.1,131.286539,46.064486,0.593000,z_0.3-0.6,normal_agn,0
083756.70+193055.9,129.486254,19.515539,0.462662,z_0.3-0.6,normal_agn,0
081902.68+124420.5,124.761199,12.739036,0.543600,z_0.3-0.6,normal_agn,0
082026.10+480921.7,125.108786,48.156040,0.349011,z_0.3-0.6,normal_agn,0
083545.35+563230.0,128.938999,56.541680,0.567000,z_0.3-0.6,normal_agn,0
081958.99+210652.3,124.995801,21.114549,0.555000,z_0.3-0.6,normal_agn,0
084418.46+573510.7,131.076924,57.586311,0.431000,z_0.3-0.6,normal_agn,0
080302.80+211510.1,120.761670,21.252822,0.350388,z_0.3-0.6,normal_agn,0
084141.83+234856.8,130.424311,23.815788,0.423566,z_0.3-0.6,normal_agn,0
075415.86+355724.5,118.566087,35.956816,0.351103,z_0.3-0.6,normal_agn,0
081338.94+551622.2,123.412269,55.272857,0.532000,z_0.3-0.6,normal_agn,0
082758.52+233302.9,126.993867,23.550808,0.302139,z_0.3-0.6,normal_agn,0
081611.71+240906.7,124.048800,24.151876,0.514736,z_0.3-0.6,normal_agn,0
081636.15+560859.6,124.150655,56.149891,0.493063,z_0.3-0.6,normal_agn,0
075659.43+240846.0,119.247654,24.146113,0.376400,z_0.3-0.6,normal_agn,0
081055.86+481534.2,122.732784,48.259520,0.525000,z_0.3-0.6,normal_agn,0
074956.77+464137.0,117.486579,46.693621,0.582283,z_0.3-0.6,normal_agn,0
080503.81+370109.7,121.265889,37.019384,0.549114,z_0.3-0.6,normal_agn,0
083320.66+463658.0,128.336108,46.616127,0.486000,z_0.3-0.6,normal_agn,0
084425.34+254443.4,131.105584,25.745391,0.556627,z_0.3-0.6,normal_agn,0
083158.49+503444.1,127.993736,50.578933,0.530979,z_0.3-0.6,normal_agn,0
081028.65+374629.1,122.619384,37.774751,0.589000,z_0.3-0.6,normal_agn,0
083832.41+514720.2,129.635081,51.788964,0.516731,z_0.3-0.6,normal_agn,0
080545.17+451230.3,121.438229,45.208428,0.591000,z_0.3-0.6,normal_agn,0
081855.93+312712.3,124.733075,31.453417,0.357638,z_0.3-0.6,normal_agn,0
080232.96+280444.9,120.637367,28.079158,0.536375,z_0.3-0.6,normal_agn,0
084035.02+352818.6,130.145918,35.471854,0.418357,z_0.3-0.6,normal_agn,0
082703.27+520453.1,126.763664,52.081418,0.543000,z_0.3-0.6,normal_agn,0
