mjd,w1_flux_mjy,w1_flux_err_mjy
55367.0970263,0.28834797946480745,0.03160381886183168
55367.0971537,0.33167802747626973,0.03329805524271614
55367.2293301,0.4050575252603211,0.030218813279758217
55367.2294574,0.41871334790932757,0.03162323898427011
55367.4939376,0.3030518034761201,0.02791210301948575
55367.5601531,0.3495560040373572,0.03187334461218518
55367.6262413,0.33259583450030966,0.030326876171958846
55367.6924569,0.33443878097999935,0.03172703860279024
55367.7585451,0.3527904802911703,0.029243884793319238
55367.8247607,0.3540925110321875,0.02869955028250127
55367.9570645,0.28386825834604684,0.031112827750842773
55368.0892409,0.3769785829021351,0.030207278365618907
55368.2215447,0.281006885388308,0.031575662902615514
55368.2216721,0.3058559717658851,0.0318325243797502
55547.0289949,0.32863711576318116,0.03329545646506292
55547.1612993,0.32145258662686593,0.03138328963403875
55547.2936037,0.2928981377295036,0.03533975847111086
55547.3596923,0.3265251387094676,0.03729185446779098
55547.4257808,0.3016593751221795,0.0355633363614611
55547.624301,0.3557269652972987,0.03112548069327035
55547.7564781,0.32863711576318116,0.030873968312115398
55548.0209596,0.42375674067616625,0.0402003213569581
55548.021087,0.3801163998733017,0.04656331939567115
57009.06006912,0.3825750072486649,0.030303356926440334
57009.32302257,0.32954650809014047,0.03278054433568551
57009.38872912,0.331372849016682,0.03235180095041102
57009.45443567,0.33320901881260717,0.03130347789305926
57009.52014216,0.39329359143566356,0.029703417135020872
57009.58584872,0.3544189245175723,0.031337461991531125
57010.04592176,0.27284546812466,0.03493069450278474
57193.93441525,0.38187097770721457,0.030951022641481085
57194.06570049,0.40805326253680785,0.039462247865453416
57194.32814346,0.23222911567557297,0.03914203799671856
57194.45930128,0.34762975312468775,0.030416988940509124
57194.52500753,0.37009811736925174,0.03715515209480763
57194.65616531,0.3005501458459653,0.03598619752718361
57194.78745056,0.24183375463116163,0.0280648774905729
57368.18191123,0.13059202865678457,0.03740698648926675
57368.1820386,0.4099367940280605,0.041909797724458075
57368.64096643,0.2553388656828728,0.027045215916650947
57368.70654571,0.34698972642691983,0.028763042516678054
57368.90328365,0.3150045302221677,0.032204418671907056
57369.0344423,0.30726750128059627,0.029715400928670813
57558.2191006,0.3560548854734395,0.031154173129062712
57558.35013115,0.3600116885159592,0.03050563779921272
57558.48116183,0.3220452268911764,0.03173776408660185
57558.67777137,0.27435757288931173,0.03386081768464643
57558.808802,0.38968777196676624,0.031225665163407516
57559.07086337,0.3101106778388056,0.03027598353881133
57727.78917215,0.3707804420890506,0.029027619942077712
57727.92007589,0.37455594078825877,0.03104809056079081
57727.98565509,0.3011042497022814,0.03272461719939685
57728.11668609,0.3038901301574614,0.028828994838039815
57925.25885411,0.25651725805848397,0.0295326407250586
57925.38975733,0.45700074971369037,0.040828586018822895
57925.5206606,0.3428599856854822,0.03126278579473166
57925.9789494,0.3274286868525681,0.036188755032654535
57926.10998002,0.3118293057374196,0.03245421013000525
58090.9221449,0.3527904802911703,0.034442795870114486
58091.05304846,0.378021743927703,0.042476849418212274
58091.24953098,0.3752464840938116,0.03352463505515794
58091.31498272,0.34507761715259133,0.03432544982460904
58091.44588628,0.2539315813446503,0.035549702546645884
58091.64224148,0.387183454611755,0.034947694839055056
58091.77314495,0.35507234257622544,0.029106000979848442
58289.72080719,0.37180645185133526,0.03527197897351279
58289.91716216,0.323233787265777,0.03185489747539915
58290.04806552,0.2794581333497883,0.03526249062036731
58290.17896883,0.2928981377295036,0.03129322099610588
58290.30974473,0.2899457441947195,0.031511888313592765
58451.51208299,0.3176265002909078,0.029547027635057184
58451.90517535,0.31154211652857805,0.031563498096744684
58451.97062707,0.302494115654923,0.029532381567706597
58452.10140323,0.47633988014446443,0.040801448556107074
58452.36321008,0.2736004758923674,0.03679132068926581
58653.5080183,0.3694170482901791,0.035385550971306454
58653.63879419,0.3724919261111934,0.042198563496748796
58653.96592508,0.3633429122516423,0.031791862590100355
58654.03137672,0.47153799199681,0.04777327919183234
58654.48915667,0.3544189245175723,0.0349282127940585
58815.76924456,0.3514929284972288,0.03204995797337539
58815.90002065,0.3019371889011091,0.028365631133093195
58816.03079674,0.30501195410206483,0.028092639566628885
58816.03092406,0.31909263123674314,0.034091839248025675
58816.16119079,0.37146402476451335,0.028739004486353657
58816.35792787,0.3044506591347651,0.030003808126287595
58816.61960736,0.36975726362790867,0.02860695773971888
59020.96864211,0.3962019766270201,0.030287985851727307
59021.16474225,0.2923591350824663,0.03419763583246269
59021.29564539,0.3084017929410605,0.033517728918083044
59021.68797352,0.3196809206118577,0.030032574348877416
59182.78224759,0.35376670890447165,0.029650636789631812
59183.04379971,0.2902130251961138,0.03261012142417073
59183.17457579,0.3428599856854822,0.02968385636368127
59183.30535182,0.3033308996146075,0.028775942590423688
59183.50157958,0.29533636255817,0.027473500032746827
59183.76313227,0.27664121415548854,0.04280572311014503
59384.88122405,0.3277305207958468,0.03048694849434061
59385.01199995,0.3280323448462877,0.030515025507912002
59385.3387492,0.332902431680937,0.03158129051288306
59385.40407344,0.22444854138398135,0.03390285931555021
59385.4042008,0.22694301536346598,0.03971422541591484
59385.86159813,0.3444425917798785,0.03489676840878982
59546.98718079,0.3836336544902292,0.02756049354943942
59547.11782949,0.24678380854569132,0.028184739189351337
59547.44457853,0.40842905997000206,0.03272740380141111
59547.50990288,0.21752873220984562,0.029852354386786895
59547.83652464,0.3893288765041935,0.03442417440395672
59547.83665196,0.33505565730887604,0.03641452465970356
59547.96730072,0.29779462276887864,0.030719247118632435
