mjd,w1_flux_mjy,w1_flux_err_mjy
55367.0970263,0.29216971730246205,0.0316038188618316
55367.0971537,0.3369102701571466,0.0332980552427161
55367.2293301,0.40980187436708976,0.0302188132797582
55367.2294574,0.4155572740490603,0.0316232389842701
55367.4939376,0.30206855768155205,0.0279121030194857
55367.5601531,0.35108699009152505,0.0318733446121851
55367.6262413,0.34027431046441864,0.0303268761719588
55367.6924569,0.33913469743721836,0.0317270386027902
55367.7585451,0.3560640324555152,0.0292438847933192
55367.8247607,0.35297957703926397,0.0286995502825012
55367.9570645,0.28112037454667305,0.0311128277508427
55368.0892409,0.37936165890595397,0.0302072783656189
55368.2215447,0.2775314744833649,0.0315756629026155
55368.2216721,0.30509696867032515,0.0318325243797502
55547.0289949,0.32825495734276683,0.0332954564650629
55547.1612993,0.32645166877231613,0.0313832896340387
55547.2936037,0.2916446460278087,0.0353397584711108
55547.3596923,0.31742872445624143,0.0372918544677909
55547.4257808,0.3034533485902354,0.0355633363614611
55547.624301,0.35355122617800266,0.0311254806932703
55547.7564781,0.3287687346529415,0.0308739683121153
55548.0209596,0.42340818499246496,0.0402003213569581
55548.021087,0.3788419432155883,0.0465633193956711
57009.06006912,0.3849700045229921,0.0303033569264403
57009.32302257,0.3245216935795948,0.0327805443356855
57009.38872912,0.3297002148872566,0.032351800950411
57009.45443567,0.33535029538173555,0.0313034778930592
57009.52014216,0.3914695498118316,0.0297034171350208
57009.58584872,0.3493773326072255,0.0313374619915311
57010.04592176,0.27518077837001054,0.0349306945027847
57193.93441525,0.3853470704407467,0.030951022641481
57194.06570049,0.4078757013331312,0.0394622478654534
57194.32814346,0.22455396638347364,0.0391420379967185
57194.45930128,0.34977710052245486,0.0304169889405091
57194.52500753,0.36393077869980406,0.0371551520948076
57194.65616531,0.30166139702325623,0.0359861975271836
57194.78745056,0.2393430982792912,0.0280648774905729
57368.18191123,0.12625341940754392,0.0374069864892667
57368.1820386,0.4080847580852383,0.041909797724458
57368.64096643,0.2548431334838158,0.0270452159166509
57368.70654571,0.34513678749737375,0.028763042516678
57368.90328365,0.3169004149066842,0.032204418671907
57369.0344423,0.3059419882383055,0.0297154009286708
57558.2191006,0.3591085890849986,0.0311541731290627
57558.35013115,0.360869425190957,0.0305056377992127
57558.48116183,0.3198313362851901,0.0317377640866018
57558.67777137,0.2714254296360808,0.0338608176846464
57558.808802,0.3845433551875653,0.0312256651634075
57559.07086337,0.3109909011295338,0.0302759835388113
57727.78917215,0.36975115883327,0.0290276199420777
57727.92007589,0.3671907266299368,0.0310480905607908
57727.98565509,0.29935114328834117,0.0327246171993968
57728.11668609,0.3012925396196325,0.0288289948380398
57925.25885411,0.2611706500812941,0.0295326407250586
57925.38975733,0.4500485454110206,0.0408285860188228
57925.5206606,0.3383539215547671,0.0312627857947316
57925.9789494,0.3314455288033716,0.0361887550326545
57926.10998002,0.3162325733983181,0.0324542101300052
58090.9221449,0.3502245507626458,0.0344427958701144
58091.05304846,0.3753368424962189,0.0424768494182122
58091.24953098,0.37731239077156364,0.0335246350551579
58091.31498272,0.3370897424209009,0.034325449824609
58091.44588628,0.2473150931580635,0.0355497025466458
58091.64224148,0.38620235608934894,0.034947694839055
58091.77314495,0.3595834542098666,0.0291060009798484
58289.72080719,0.3702695456005408,0.0352719789735127
58289.91716216,0.32355532038099893,0.0318548974753991
58290.04806552,0.28345615670871444,0.0352624906203673
58290.17896883,0.2994912586866831,0.0312932209961058
58290.30974473,0.2881279857287479,0.0315118883135927
58451.51208299,0.3175767527767642,0.0295470276350571
58451.90517535,0.31729316017967985,0.0315634980967446
58451.97062707,0.29799869867321904,0.0295323815677065
58452.10140323,0.48053255976320747,0.040801448556107
58452.36321008,0.26985395856097105,0.0367913206892658
58653.5080183,0.369779652407107,0.0353855509713064
58653.63879419,0.3714681085834693,0.0421985634967487
58653.96592508,0.3602972149347207,0.0317918625901003
58654.03137672,0.4668413917104053,0.0477732791918323
58654.48915667,0.35538439049097126,0.0349282127940585
58815.76924456,0.3546836278600744,0.0320499579733753
58815.90002065,0.3015691839726838,0.0283656311330931
58816.03079674,0.3052089204717818,0.0280926395666288
58816.03092406,0.3210398686818066,0.0340918392480256
58816.16119079,0.3686716891368488,0.0287390044863536
58816.35792787,0.30667001834425245,0.0300038081262875
58816.61960736,0.3721011549631005,0.0286069577397188
59020.96864211,0.40408783627699385,0.0302879858517273
59021.16474225,0.29107294766808434,0.0341976358324626
59021.29564539,0.3068664067759986,0.033517728918083
59021.68797352,0.3219903230828365,0.0300325743488774
59182.78224759,0.3561954049250003,0.0296506367896318
59183.04379971,0.28846809949170094,0.0326101214241707
59183.17457579,0.34166324338616333,0.0296838563636812
59183.30535182,0.3048880546080545,0.0287759425904236
59183.50157958,0.29306269899167753,0.0274735000327468
59183.76313227,0.27488389373366107,0.042805723110145
59384.88122405,0.3280036618042695,0.0304869484943406
59385.01199995,0.3310714542834544,0.030515025507912
59385.3387492,0.33099303122681173,0.031581290512883
59385.40407344,0.21820233126184313,0.0339028593155502
59385.4042008,0.21933139697780693,0.0397142254159148
59385.86159813,0.34004764716789376,0.0348967684087898
59546.98718079,0.38001449944755106,0.0275604935494394
59547.11782949,0.2463480421549343,0.0281847391893513
59547.44457853,0.40453816388417474,0.0327274038014111
