mjd,w1_flux_mjy,w1_flux_err_mjy
55367.0970263,0.2871265775983717,0.0316038188618316
55367.0971537,0.3325743638029634,0.0332980552427161
55367.2293301,0.40185072839797464,0.0302188132797582
55367.2294574,0.4159253556195179,0.0316232389842701
55367.4939376,0.3048253644630763,0.0279121030194857
55367.5601531,0.35238218187111947,0.0318733446121851
55367.6262413,0.3296066472418716,0.0303268761719588
55367.6924569,0.33656644159170135,0.0317270386027902
55367.7585451,0.35123255422641686,0.0292438847933192
55367.8247607,0.3541398801456157,0.0286995502825012
55367.9570645,0.2882767731001481,0.0311128277508427
55368.0892409,0.37941778206761656,0.0302072783656189
55368.2215447,0.2835199039490503,0.0315756629026155
55368.2216721,0.31193213332802644,0.0318325243797502
55547.0289949,0.32629351736752304,0.0332954564650629
55547.1612993,0.3183585866385517,0.0313832896340387
55547.2936037,0.29034617506785476,0.0353397584711108
55547.3596923,0.3255760570849137,0.0372918544677909
55547.4257808,0.29328580757456474,0.0355633363614611
55547.624301,0.3550813349396441,0.0311254806932703
55547.7564781,0.32695580981115824,0.0308739683121153
55548.0209596,0.4269074801277708,0.0402003213569581
55548.021087,0.3817573814839086,0.0465633193956711
57009.06006912,0.38075469481708457,0.0303033569264403
57009.32302257,0.3314804318549141,0.0327805443356855
57009.38872912,0.3337127352713024,0.032351800950411
57009.45443567,0.3308032031985532,0.0313034778930592
57009.52014216,0.3918291409241328,0.0297034171350208
57009.58584872,0.3474452010882687,0.0313374619915311
57010.04592176,0.26903571708754914,0.0349306945027847
57193.93441525,0.3795729584896865,0.030951022641481
57194.06570049,0.40834593894125376,0.0394622478654534
57194.32814346,0.22852869519987876,0.0391420379967185
57194.45930128,0.3460679867835322,0.0304169889405091
57194.52500753,0.3655453825851881,0.0371551520948076
57194.65616531,0.30116591970118456,0.0359861975271836
57194.78745056,0.24302851742545903,0.0280648774905729
57368.18191123,0.1320971561719934,0.0374069864892667
57368.1820386,0.40998859928183995,0.041909797724458
57368.64096643,0.25117100048950275,0.0270452159166509
57368.70654571,0.34520655106762776,0.028763042516678
57368.90328365,0.3136928227618471,0.032204418671907
57369.0344423,0.3060690930889872,0.0297154009286708
57558.2191006,0.35628848325810786,0.0311541731290627
57558.35013115,0.3643603933932935,0.0305056377992127
57558.48116183,0.32462263869255703,0.0317377640866018
57558.67777137,0.2710137569389313,0.0338608176846464
57558.808802,0.39180613006975673,0.0312256651634075
57559.07086337,0.31204925623313656,0.0302759835388113
57727.78917215,0.3684406200637997,0.0290276199420777
57727.92007589,0.37719150739225416,0.0310480905607908
57727.98565509,0.3005794233003778,0.0327246171993968
57728.11668609,0.2998253759689111,0.0288289948380398
57925.25885411,0.25786159191086155,0.0295326407250586
57925.38975733,0.45788657416151496,0.0408285860188228
57925.5206606,0.3421482019903333,0.0312627857947316
57925.9789494,0.3272931488008003,0.0361887550326545
57926.10998002,0.3094955706140915,0.0324542101300052
58090.9221449,0.35489194033081173,0.0344427958701144
58091.05304846,0.37783717932178684,0.0424768494182122
58091.24953098,0.37580449776868335,0.0335246350551579
58091.31498272,0.346303522873316,0.034325449824609
58091.44588628,0.2498270638289011,0.0355497025466458
58091.64224148,0.3840581415969068,0.034947694839055
58091.77314495,0.3486400780155254,0.0291060009798484
58289.72080719,0.37379840955802796,0.0352719789735127
58289.91716216,0.31937230466326655,0.0318548974753991
58290.04806552,0.27992560716496234,0.0352624906203673
58290.17896883,0.2940590793805023,0.0312932209961058
58290.30974473,0.29184387173317516,0.0315118883135927
58451.51208299,0.31406898818828877,0.0295470276350571
58451.90517535,0.3113364436675615,0.0315634980967446
58451.97062707,0.30742685152610033,0.0295323815677065
58452.10140323,0.48333453236690027,0.040801448556107
58452.36321008,0.2772329679499938,0.0367913206892658
58653.5080183,0.3706112863567931,0.0353855509713064
58653.63879419,0.36825052153412546,0.0421985634967487
58653.96592508,0.36562754424851296,0.0317918625901003
58654.03137672,0.4707830727688941,0.0477732791918323
58654.48915667,0.3563767496051539,0.0349282127940585
58815.76924456,0.3494646678840552,0.0320499579733753
58815.90002065,0.3014466532121576,0.0283656311330931
58816.03079674,0.30547308736430884,0.0280926395666288
58816.03092406,0.319932238547295,0.0340918392480256
58816.16119079,0.3728829346951021,0.0287390044863536
58816.35792787,0.3027128536164258,0.0300038081262875
58816.61960736,0.36591453547251485,0.0286069577397188
59020.96864211,0.40112312325707844,0.0302879858517273
59021.16474225,0.3008717958391363,0.0341976358324626
59021.29564539,0.30990144555210225,0.033517728918083
59021.68797352,0.3157046315096269,0.0300325743488774
59182.78224759,0.3514741361467691,0.0296506367896318
59183.04379971,0.2918732637707069,0.0326101214241707
59183.17457579,0.346840934003906,0.0296838563636812
59183.30535182,0.29984069248780365,0.0287759425904236
59183.50157958,0.2949947767824036,0.0274735000327468
59183.76313227,0.27747991552538726,0.042805723110145
59384.88122405,0.3303663566672137,0.0304869484943406
59385.01199995,0.3269838452302703,0.030515025507912
59385.3387492,0.3279637030734418,0.031581290512883
59385.40407344,0.22655457873051077,0.0339028593155502
59385.4042008,0.2314100554142381,0.0397142254159148
59385.86159813,0.3441543742685721,0.0348967684087898
59546.98718079,0.3847505161824717,0.0275604935494394
59547.11782949,0.24544646739078763,0.0281847391893513
59547.44457853,0.4056610651922778,0.0327274038014111
59547.50990288,0.22059285452658503,0.0298523543867868
59547.83652464,0.3906627989687909,0.0344241744039567
59547.83665196,0.3368413112544024,0.0364145246597035
59547.96730072,0.30240900741206733,0.0307192471186324
59748.99099458,0.3723592635459843,0.0339327220419276
59749.1215158,0.35688265390590324,0.0446813333973528
59749.31723392,0.33494958633510113,0.0323430965575537
59749.57814957,0.32857943890563923,0.0386897579803362
59749.70867074,0.3341242697519338,0.039030348604038
59911.38660828,0.32929235571594906,0.0297727273485082
59911.71233876,0.31983700603392257,0.0282303386944572
59912.1032663,0.29362503875469115,0.0283780075185611
60116.32146719,0.3388983984002218,0.0436034028059481
60116.45122449,0.418716542065079,0.0329223480733601
60116.51616681,0.33184644638343047,0.0353061591609379
60117.03519587,0.2837185949247764,0.0306813394517087
60278.25321844,0.3579667075811648,0.0289384337099045
60278.38233912,0.24442441163438738,0.0291059823515288
60278.57602019,0.36556081243547145,0.0301427299259736
60278.64058115,0.37578885920080907,0.0307314141737326
60278.76970183,0.3325133552693125,0.0301036151912681
60278.76982919,0.37485275896588044,0.0561964705523577
60278.83438958,0.3868019047111088,0.0393559671107278
60278.96351027,0.31511259789576085,0.0291416180029063
60278.96363763,0.3363637503020878,0.0345629395173982
60480.58674094,0.32396941222503106,0.0519926017773671
60480.5868683,0.3056014007236922,0.0380228098169702
60481.03433343,0.34603633495830316,0.0441033290015549
