subset,source_id,source_id_normalized,canonical_id,source_id_matches_canonical,id_mismatch_reason,is_ambiguous_id,score,status,n_points,baseline_days,baseline_years,baseline_years_recomputed,baseline_years_diff,baseline_years_consistent,band_coverage,delta_mag,rejection_reason,strict_quality
top_ok,SDSSJJ022930.91-000845.37,SDSSJ022930.91-000845.37,SDSSJ022930.91-000845.37,True,sdss_double_j,False,0.6443719923024547,OK,208,5304.715851070003,14.523520468364142,14.523520468364142,0.0,True,"W1,W2",-0.3006145009622831,,True
top_ok,SDSSJJ025410.08+034911.9,SDSSJ025410.08+034911.9,SDSSJ025410.08+034911.9,True,sdss_double_j,False,0.680954769053413,OK,207,5096.450430950004,13.953320823956206,13.953320823956206,0.0,True,"W1,W2",0.5362738676664467,,True
top_ok,SDSSJJ081425.89+294115.6,SDSSJ081425.89+294115.6,SDSSJ081425.89+294115.6,True,sdss_double_j,False,0.7042498613756637,OK,224,5098.70558193,13.95949509084189,13.95949509084189,0.0,True,"W1,W2",0.5591701911236531,,True
top_ok,SDSSJJ082323.88+422048.2,SDSSJ082323.88+422048.2,SDSSJ082323.88+422048.2,True,sdss_double_j,False,0.757733894073395,OK,253,5098.611096459994,13.95923640372346,13.95923640372346,0.0,True,"W1,W2",0.4367163062120698,,True
top_ok,SDSSJJ082942.66+415436.8,SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,True,sdss_double_j,False,0.6771920586265717,OK,255,5098.573278289994,13.959132863216958,13.959132863216958,0.0,True,"W1,W2",0.416279429170353,,True
top_ok,SDSSJJ091407.16+243633.08,SDSSJ091407.16+243633.08,SDSSJ091407.16+243633.08,True,sdss_double_j,False,0.7104982763006243,OK,160,5095.680523489995,13.9512129322108,13.951212932210801,1.7763568394002505e-15,True,"W1,W2",0.4727573762395194,,True
top_ok,SDSSJJ100256.22+475027.7,SDSSJ100256.22+475027.7,SDSSJ100256.22+475027.7,True,sdss_double_j,False,0.7191303316273132,OK,291,5101.828652420001,13.968045591841207,13.968045591841207,0.0,True,"W1,W2",0.6457893707135234,,True
top_ok,SDSSJJ101322.43+214021.74,SDSSJ101322.43+214021.74,SDSSJ101322.43+214021.74,True,sdss_double_j,False,0.7297546742318493,OK,180,5098.376905229998,13.958595223080076,13.958595223080076,0.0,True,"W1,W2",-0.5098430089786988,,True
top_ok,SDSSJJ113706.93+481943.68,SDSSJ113706.93+481943.68,SDSSJ113706.93+481943.68,True,sdss_double_j,False,0.6503616969373622,OK,212,5098.394617549995,13.958643716769322,13.958643716769322,0.0,True,"W1,W2",-0.2729901675785188,,True
top_ok,SDSSJ141213.61+021202.1,SDSSJ141213.61+021202.1,SDSSJ141213.61+021202.1,True,,False,0.6275339387025134,OK,215,5274.247075829997,14.44010150809034,14.44010150809034,0.0,True,"W1,W2",0.372707427095736,,True
top_ok,SDSSJJ141324.27+530527.0,SDSSJ141324.27+530527.0,SDSSJ141324.27+530527.0,True,sdss_double_j,False,0.7612271583998753,OK,404,5098.9474546799975,13.960157302340855,13.960157302340855,0.0,True,"W1,W2",0.0916098398586898,,True
top_ok,SDSSJ153612.80+034245.7,SDSSJ153612.80+034245.7,SDSSJ153612.80+034245.7,True,,False,0.7313722515825071,OK,269,5276.732379820001,14.446905899575636,14.446905899575636,0.0,True,"W1,W2",-0.9251054882140788,,True
top_ok,SDSSJ161711.42+063833.4,SDSSJ161711.42+063833.4,SDSSJ161711.42+063833.4,True,,False,0.6362478156233452,OK,273,5276.768545530002,14.447004915893228,14.447004915893228,0.0,True,"W1,W2",-0.6978647528510619,,True
top_ok,TON 1542,TON 1542,TON 1542,True,,False,0.7540873918880219,OK,289,5098.272693759995,13.9583099076249,13.9583099076249,0.0,True,"W1,W2",0.6207915030098314,,True
