source_id,canonical_id,score,status,n_points,baseline_days,band_coverage,baseline_years,delta_mag,delta_mag_method,rejection_reason,status_normalized,baseline_years_recomputed,baseline_years_diff,baseline_years_consistent,is_ok,source_id_normalized,source_id_matches_canonical,id_mismatch_reason,is_ambiguous_id,has_w1,has_w2,strict_quality,score_is_missing,score_is_finite,rejection_bucket
1996ck,1996ck,0.5188236098643181,OK,63,5103.7851943299975,"W1,W2",13.973402311649547,0.232776826655509,seasonal_median_flux,,OK,13.973402311649549,1.7763568394002505e-15,True,True,1996ck,True,,False,True,True,True,False,True,ok
1997K,1997K,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 1 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,1997K,True,,False,False,False,False,True,False,too_few_points_other
1997Q,1997Q,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 0 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,1997Q,True,,False,False,False,False,True,False,too_few_points_other
1997S,1997S,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 1 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,1997S,True,,False,False,False,False,True,False,too_few_points_other
1997bm,1997bm,,TOO_FEW_POINTS,5,2032.948880419994,"W1,W2",5.565910692457204,,,Only 5 epochs (need 20),TOO_FEW_POINTS,5.565910692457205,8.881784197001252e-16,True,False,1997bm,True,,False,True,True,False,True,False,few_epochs
1997bt,1997bt,0.6993112959462682,OK,197,5098.219330610002,"W1,W2",13.958163807282688,0.5901769602134956,seasonal_median_flux,,OK,13.958163807282688,0.0,True,True,1997bt,True,,False,True,True,True,False,True,ok
1997bx,1997bx,,TOO_FEW_POINTS,14,4935.172549370007,"W1,W2",13.511766048925413,,,Only 14 epochs (need 20),TOO_FEW_POINTS,13.511766048925413,0.0,True,False,1997bx,True,,False,True,True,False,True,False,few_epochs
1997cc,1997cc,,TOO_FEW_POINTS,9,3081.7902028499957,W1_only,8.437481732648859,,,Only 9 epochs (need 20),TOO_FEW_POINTS,8.437481732648859,0.0,True,False,1997cc,True,,False,True,False,False,True,False,few_epochs
1997ch,1997ch,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 2 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,1997ch,True,,False,False,False,False,True,False,too_few_points_other
1998L,1998L,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 1 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,1998L,True,,False,False,False,False,True,False,too_few_points_other
1998ao,1998ao,0.2379385812591034,OK,43,4939.794706580004,"W1,W2",13.52442082568105,0.0627104587525135,seasonal_median_flux,,OK,13.52442082568105,0.0,True,True,1998ao,True,,False,True,True,False,False,True,ok
1998av,1998av,,TOO_FEW_POINTS,8,4938.559280889996,W1_only,13.52103841448322,,,Only 8 epochs (need 20),TOO_FEW_POINTS,13.52103841448322,0.0,True,False,1998av,True,,False,True,False,False,True,False,few_epochs
1998az,1998az,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 3 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,1998az,True,,False,False,False,False,True,False,too_few_points_other
1998ch,1998ch,0.2882070339340606,OK,77,5274.18462416,"W1,W2",14.43993052473648,0.2643256089449844,seasonal_median_flux,,OK,14.43993052473648,0.0,True,True,1998ch,True,,False,True,True,True,False,True,ok
1998dm,1998dm,,TOO_FEW_POINTS,10,3472.3938993099946,"W1,W2",9.506896370458575,,,Only 10 epochs (need 20),TOO_FEW_POINTS,9.506896370458575,0.0,True,False,1998dm,True,,False,True,True,False,True,False,few_epochs
1998dx,1998dx,0.5145828812032397,OK,152,4915.03357041,"W1,W2",13.45662852952772,-0.3543398081534371,seasonal_median_flux,,OK,13.45662852952772,0.0,True,True,1998dx,True,,False,True,True,True,False,True,ok
1998ex,1998ex,,TOO_FEW_POINTS,11,2909.650437849996,"W1,W2",7.966188741546874,,,Only 11 epochs (need 20),TOO_FEW_POINTS,7.966188741546874,0.0,True,False,1998ex,True,,False,True,True,False,True,False,few_epochs
1998ez,1998ez,0.1668695411141694,OK,129,5099.46452532,"W1,W2",13.961572964599588,0.0374242362687986,seasonal_median_flux,,OK,13.961572964599588,0.0,True,True,1998ez,True,,False,True,True,True,False,True,ok
1999D,1999D,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 0 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,1999D,True,,False,False,False,False,True,False,too_few_points_other
1999H,1999H,0.6097346216221871,OK,80,5094.790838039997,"W1,W2",13.948777106201224,0.427918683617941,seasonal_median_flux,,OK,13.948777106201224,0.0,True,True,1999H,True,,False,True,True,True,False,True,ok
1999do,1999do,0.4350889402289746,OK,278,5114.329634550006,"W1,W2",14.002271415605763,-0.0789974707647625,seasonal_median_flux,,OK,14.002271415605765,1.7763568394002505e-15,True,True,1999do,True,,False,True,True,True,False,True,ok
1999dp,1999dp,0.1087972744601992,OK,222,3275.669147790002,"W1,W2",8.968293354661197,-0.0221153652888684,seasonal_median_flux,,OK,8.968293354661197,0.0,True,True,1999dp,True,,False,True,True,True,False,True,ok
1999dt,1999dt,0.1562157704561071,OK,123,5116.056861650002,"W1,W2",14.007000305681046,0.227586740935934,seasonal_median_flux,,OK,14.007000305681046,0.0,True,True,1999dt,True,,False,True,True,True,False,True,ok
1999dz,1999dz,0.1116023029064822,OK,191,5299.97118393,"W1,W2",14.510530277700203,0.0257182193630962,seasonal_median_flux,,OK,14.510530277700205,1.7763568394002505e-15,True,True,1999dz,True,,False,True,True,True,False,True,ok
1999ec,1999ec,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 1 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,1999ec,True,,False,False,False,False,True,False,too_few_points_other
1999ee,1999ee,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 0 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,1999ee,True,,False,False,False,False,True,False,too_few_points_other
1999el,1999el,,TOO_FEW_POINTS,6,2376.671405699999,"W1,W2",6.5069716788501,,,Only 6 epochs (need 20),TOO_FEW_POINTS,6.5069716788501,0.0,True,False,1999el,True,,False,True,True,False,True,False,few_epochs
1999eo,1999eo,,TOO_FEW_POINTS,5,3081.9793425099997,W1_only,8.43799956881588,,,Only 5 epochs (need 20),TOO_FEW_POINTS,8.43799956881588,0.0,True,False,1999eo,True,,False,True,False,False,True,False,few_epochs
1999gd,1999gd,0.23394569158539,OK,20,3079.8162544899974,"W1,W2",8.432077356577679,0.0,seasonal_median_flux,,OK,8.432077356577679,0.0,True,True,1999gd,True,,False,True,True,False,False,True,ok
1999gq,1999gq,0.2057275733739521,OK,51,5097.936271530001,"W1,W2",13.957388833757705,0.4306823507717773,seasonal_median_flux,,OK,13.957388833757703,1.7763568394002505e-15,True,True,1999gq,True,,False,True,True,True,False,True,ok
2000O,2000O,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 0 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,2000O,True,,False,False,False,False,True,False,too_few_points_other
2000ao,2000ao,0.2399635626485473,OK,185,5273.419390479998,"W1,W2",14.437835429103348,-0.1255949144377269,seasonal_median_flux,,OK,14.437835429103348,0.0,True,True,2000ao,True,,False,True,True,True,False,True,ok
2000bk,2000bk,,TOO_FEW_POINTS,6,2545.7828257900037,"W1,W2",6.969973513456547,,,Only 6 epochs (need 20),TOO_FEW_POINTS,6.969973513456547,0.0,True,False,2000bk,True,,False,True,True,False,True,False,few_epochs
2000bt,2000bt,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 1 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,2000bt,True,,False,False,False,False,True,False,too_few_points_other
2000dn,2000dn,,TOO_FEW_POINTS,16,3289.3326411599996,W1_only,9.005701960739218,,,Only 16 epochs (need 20),TOO_FEW_POINTS,9.005701960739218,0.0,True,False,2000dn,True,,False,True,False,False,True,False,few_epochs
2000dw,2000dw,0.6809886838880634,OK,202,5114.3432504500015,"W1,W2",14.002308693908288,0.5670324108342036,seasonal_median_flux,,OK,14.002308693908287,1.7763568394002505e-15,True,True,2000dw,True,,False,True,True,True,False,True,ok
2000em,2000em,0.5206285484255788,OK,87,5116.745244049998,"W1,W2",14.008884993976723,-0.1115625716162345,seasonal_median_flux,,OK,14.008884993976723,0.0,True,True,2000em,True,,False,True,True,True,False,True,ok
2000fu,2000fu,,TOO_FEW_POINTS,19,3451.897283400001,"W1,W2",9.450779694455855,,,Only 19 epochs (need 20),TOO_FEW_POINTS,9.450779694455855,0.0,True,False,2000fu,True,,False,True,True,False,True,False,few_epochs
2001ai,2001ai,,TOO_FEW_POINTS,31,2905.0722533700027,"W1,W2",7.953654355564689,,,Only 2 post-gap epochs (need 5); NEOWISE-R data missing or insufficient,TOO_FEW_POINTS,7.953654355564689,0.0,True,False,2001ai,True,,False,True,True,False,True,False,few_epochs
2001au,2001au,0.2435372134310502,OK,116,5275.345941079999,"W1,W2",14.443110037180013,0.2127325547881239,seasonal_median_flux,,OK,14.443110037180011,1.7763568394002505e-15,True,True,2001au,True,,False,True,True,True,False,True,ok
2001cl,2001cl,,TOO_FEW_POINTS,14,3107.962601230007,"W1,W2",8.509137854154707,,,Only 14 epochs (need 20),TOO_FEW_POINTS,8.509137854154707,0.0,True,False,2001cl,True,,False,True,True,False,True,False,few_epochs
3310492072379904,3310492072379904,0.195455151178447,OK,174,5096.321183530003,"W1,W2",13.95296696380562,0.0188169768416178,seasonal_median_flux,,OK,13.95296696380562,0.0,True,True,3310492072379904,True,,False,True,True,True,False,True,ok
3532799579575168,3532799579575168,0.548012611456089,OK,179,5096.367788789998,"W1,W2",13.953094562053382,0.175873294288513,seasonal_median_flux,,OK,13.953094562053382,0.0,True,True,3532799579575168,True,,False,True,True,True,False,True,ok
3555442647201408,3555442647201408,0.0837358364850503,OK,185,5096.4901606700005,"W1,W2",13.953429598001373,-0.2226721100126343,seasonal_median_flux,,OK,13.953429598001371,1.7763568394002505e-15,True,True,3555442647201408,True,,False,True,True,True,False,True,ok
3646014917806464,3646014917806464,0.1192161557113064,OK,213,5096.500093050003,"W1,W2",13.953456791375778,0.0906286594019511,seasonal_median_flux,,OK,13.953456791375778,0.0,True,True,3646014917806464,True,,False,True,True,True,False,True,ok
3822937505992960,3822937505992960,0.3104222838010734,OK,193,5096.384342810001,"W1,W2",13.953139884490078,0.0085406519258875,seasonal_median_flux,,OK,13.953139884490078,0.0,True,True,3822937505992960,True,,False,True,True,True,False,True,ok
3885330495346688,3885330495346688,0.0772668654574424,OK,182,5096.51333627,"W1,W2",13.953493049336071,0.0081664917874749,seasonal_median_flux,,OK,13.953493049336071,0.0,True,True,3885330495346688,True,,False,True,True,True,False,True,ok
3C 120,3C 120,0.6366682421734613,OK,218,5098.834231709996,"W1,W2",13.959847314743316,0.4042561562616225,seasonal_median_flux,,OK,13.959847314743316,0.0,True,True,3C 120,True,,False,True,True,True,False,True,ok
3C 232,3C 232,0.4128262262177594,OK,232,5098.584465,"W1,W2",13.959163490759751,0.0460219503262778,seasonal_median_flux,,OK,13.959163490759753,1.7763568394002505e-15,True,True,3C 232,True,,False,True,True,True,False,True,ok
3C 273,3C 273,0.5105034243860185,OK,233,5095.679095730004,"W1,W2",13.951209023216984,-0.1843016722456055,seasonal_median_flux,,OK,13.951209023216984,0.0,True,True,3C 273,True,,False,True,True,True,False,True,ok
3C 279,3C 279,0.8249998092651367,OK,191,5269.14904402,"W1,W2",14.426143857686515,0.2611901976717136,seasonal_median_flux,,OK,14.426143857686515,0.0,True,True,3C 279,True,,False,True,True,True,False,True,ok
3C 345,3C 345,0.7126662497916778,OK,505,5277.51728385,"W1,W2",14.449054849691992,-0.02926557572264,seasonal_median_flux,,OK,14.449054849691992,0.0,True,True,3C 345,True,,False,True,True,True,False,True,ok
3C 351,3C 351,0.4819937728085044,OK,744,5277.740526580004,"W1,W2",14.449666054976056,0.0417387651857847,seasonal_median_flux,,OK,14.449666054976056,0.0,True,True,3C 351,True,,False,True,True,True,False,True,ok
3C 371,3C 371,0.5543557562599758,OK,1333,5115.064500600005,"W1,W2",14.004283369199191,-0.024106807746932,seasonal_median_flux,,OK,14.004283369199193,1.7763568394002505e-15,True,True,3C 371,True,,False,True,True,True,False,True,ok
3C 382.0,3C 382.0,0.587954446497077,OK,333,5117.1652597099965,"W1,W2",14.010034934182055,-0.5423540093357666,seasonal_median_flux,,OK,14.010034934182057,1.7763568394002505e-15,True,True,3C 382.0,True,,False,True,True,True,False,True,ok
3C 446,3C 446,0.689993808682749,OK,202,5113.961700150001,"W1,W2",14.0012640661191,-0.1256131829263529,seasonal_median_flux,,OK,14.001264066119099,1.7763568394002505e-15,True,True,3C 446,True,,False,True,True,True,False,True,ok
3C 66A,3C 66A,0.6521291301027625,OK,179,5096.12775688,"W1,W2",13.952437390499655,-0.9603771811294204,seasonal_median_flux,,OK,13.952437390499657,1.7763568394002505e-15,True,True,3C 66A,True,,False,True,True,True,False,True,ok
4613348927136384,4613348927136384,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 1 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,4613348927136384,True,,False,False,False,False,True,False,too_few_points_other
4645750160709248,4645750160709248,0.8421789664240723,OK,190,5096.470295940002,"W1,W2",13.953375211334707,0.537504487993528,seasonal_median_flux,,OK,13.953375211334707,0.0,True,True,4645750160709248,True,,False,True,True,True,False,True,ok
4952372170242944,4952372170242944,0.1415948681406997,OK,91,5096.344485870002,"W1,W2",13.95303076213553,-0.1693826843461963,seasonal_median_flux,,OK,13.95303076213553,0.0,True,True,4952372170242944,True,,False,True,True,True,False,True,ok
4C 29.45,4C 29.45,0.6373001299825053,OK,135,5098.245538859999,"W1,W2",13.958235561560572,-0.2574792302885516,seasonal_median_flux,,OK,13.958235561560572,0.0,True,True,4C 29.45,True,,False,True,True,True,False,True,ok
4C 34.47,4C 34.47,0.5290099567200833,OK,415,5117.290773340006,"W1,W2",14.010378571772776,0.0958112539913523,seasonal_median_flux,,OK,14.010378571772776,0.0,True,True,4C 34.47,True,,False,True,True,True,False,True,ok
5054111356737024,5054111356737024,0.7060904416796688,OK,217,5096.21880327,"W1,W2",13.952686661930183,0.5876074942795707,seasonal_median_flux,,OK,13.952686661930183,0.0,True,True,5054111356737024,True,,False,True,True,True,False,True,ok
5190760035117568,5190760035117568,0.4344547253176712,OK,220,5096.579551760005,"W1,W2",13.953674337467502,0.1364106320998811,seasonal_median_flux,,OK,13.953674337467502,0.0,True,True,5190760035117568,True,,False,True,True,True,False,True,ok
5220790446842240,5220790446842240,0.2768766373537208,OK,33,3273.1608374999996,"W1,W2",8.961425975359342,0.2476949039405392,seasonal_median_flux,,OK,8.961425975359342,0.0,True,True,5220790446842240,True,,False,True,True,False,False,True,ok
5313600395193728,5313600395193728,0.1629142450416717,OK,189,5096.556376510001,"W1,W2",13.953610887091038,0.0070750971290527,seasonal_median_flux,,OK,13.953610887091038,0.0,True,True,5313600395193728,True,,False,True,True,True,False,True,ok
5714814765676928,5714814765676928,0.1487497694710461,OK,52,5095.854616010001,"W1,W2",13.951689571553734,0.2663717844518366,seasonal_median_flux,,OK,13.951689571553734,0.0,True,True,5714814765676928,True,,False,True,True,True,False,True,ok
5856445606238336,5856445606238336,0.213701111871594,OK,216,5096.096303520004,"W1,W2",13.952351275893234,0.1580407426746877,seasonal_median_flux,,OK,13.952351275893234,0.0,True,True,5856445606238336,True,,False,True,True,True,False,True,ok
5920045482070528,5920045482070528,0.1415442258017673,OK,192,5096.38396051,"W1,W2",13.95313883780972,-0.0087651793653607,seasonal_median_flux,,OK,13.95313883780972,0.0,True,True,5920045482070528,True,,False,True,True,True,False,True,ok
5928944654308352,5928944654308352,0.6375916643497501,OK,47,5095.348192079997,"W1,W2",13.95030305839835,0.3590203203536909,seasonal_median_flux,,OK,13.95030305839835,0.0,True,True,5928944654308352,True,,False,True,True,False,False,True,ok
6062299094282624,6062299094282624,,TOO_FEW_POINTS,34,365.0592895999944,"W1,W2",0.9994778633812303,,,Baseline 1.0 yr < 7.0 yr,TOO_FEW_POINTS,0.9994778633812303,0.0,True,False,6062299094282624,True,,False,True,True,False,True,False,short_baseline
6111399160366080,6111399160366080,0.2421381275961604,OK,179,5096.102797799998,"W1,W2",13.95236905626283,-0.1653058005144169,seasonal_median_flux,,OK,13.95236905626283,0.0,True,True,6111399160366080,True,,False,True,True,True,False,True,ok
6151771852919552,6151771852919552,0.2636656347570054,OK,199,5096.109419570006,"W1,W2",13.952387185681058,-0.0201652813341135,seasonal_median_flux,,OK,13.952387185681058,0.0,True,True,6151771852919552,True,,False,True,True,True,False,True,ok
6258695063604736,6258695063604736,0.5136498263480889,OK,195,5096.463674229999,"W1,W2",13.953357082080764,0.2488528145192406,seasonal_median_flux,,OK,13.953357082080764,0.0,True,True,6258695063604736,True,,False,True,True,True,False,True,ok
6288970288166784,6288970288166784,0.0777189520794485,OK,120,5096.016972329999,"W1,W2",13.952134078932234,-0.0112036813082678,seasonal_median_flux,,OK,13.952134078932234,0.0,True,True,6288970288166784,True,,False,True,True,True,False,True,ok
6513300724650880,6513300724650880,0.157263117811796,OK,147,5096.470168499996,"W1,W2",13.953374862422988,-0.1088922577462531,seasonal_median_flux,,OK,13.953374862422988,0.0,True,True,6513300724650880,True,,False,True,True,True,False,True,ok
6766085319816704,6766085319816704,0.172469530587604,OK,211,5096.53651156,"W1,W2",13.95355649982204,-0.176073943841312,seasonal_median_flux,,OK,13.953556499822039,1.7763568394002505e-15,True,True,6766085319816704,True,,False,True,True,True,False,True,ok
6802059965763456,6802059965763456,0.2,OK,23,4935.892930839997,"W1,W2",13.51373834590006,0.0,seasonal_median_flux,,OK,13.513738345900059,1.7763568394002505e-15,True,True,6802059965763456,True,,False,True,True,False,False,True,ok
6827348733385856,6827348733385856,0.1079840445586058,OK,196,5096.549754810003,"W1,W2",13.953592757864484,0.0854675058947599,seasonal_median_flux,,OK,13.953592757864484,0.0,True,True,6827348733385856,True,,False,True,True,True,False,True,ok
6940838949258240,6940838949258240,0.2369057492810418,OK,102,5096.119606870001,"W1,W2",13.952415076988366,0.2151529437442217,seasonal_median_flux,,OK,13.952415076988366,0.0,True,True,6940838949258240,True,,False,True,True,True,False,True,ok
6993551083342976,6993551083342976,0.1573845538726219,OK,137,5096.526578960002,"W1,W2",13.953529305845317,-0.3560142896920683,seasonal_median_flux,,OK,13.953529305845317,0.0,True,True,6993551083342976,True,,False,True,True,True,False,True,ok
7017568540477440,7017568540477440,0.0877328961007315,OK,176,5096.384342800004,"W1,W2",13.953139884462706,-0.0399266177241004,seasonal_median_flux,,OK,13.953139884462706,0.0,True,True,7017568540477440,True,,False,True,True,True,False,True,ok
7077144031287808,7077144031287808,0.1741890975535732,OK,120,5096.414012360001,"W1,W2",13.9532211152909,-0.0531591750296488,seasonal_median_flux,,OK,13.9532211152909,0.0,True,True,7077144031287808,True,,False,True,True,True,False,True,ok
7106010507061632,7106010507061632,0.2554194060620082,OK,141,5096.410828760003,"W1,W2",13.95321239906914,0.1232311329387487,seasonal_median_flux,,OK,13.95321239906914,0.0,True,True,7106010507061632,True,,False,True,True,True,False,True,ok
7388752498494208,7388752498494208,0.2617943838252831,OK,128,5096.510025470001,"W1,W2",13.953483984859687,-0.1823235615458645,seasonal_median_flux,,OK,13.953483984859687,0.0,True,True,7388752498494208,True,,False,True,True,True,False,True,ok
7451665179765376,7451665179765376,0.4709474929686453,OK,224,5096.241978760001,"W1,W2",13.952750112963727,0.1823258012073202,seasonal_median_flux,,OK,13.952750112963727,0.0,True,True,7451665179765376,True,,False,True,True,True,False,True,ok
7627655759471360,7627655759471360,0.088410953920399,OK,173,5096.126228000001,"W1,W2",13.95243320465435,-0.0547969287907334,seasonal_median_flux,,OK,13.95243320465435,0.0,True,True,7627655759471360,True,,False,True,True,True,False,True,ok
7866077983944448,7866077983944448,0.5444101589745938,OK,179,5096.361167110001,"W1,W2",13.95307643288159,-0.2351067638795318,seasonal_median_flux,,OK,13.95307643288159,0.0,True,True,7866077983944448,True,,False,True,True,True,False,True,ok
7939161147436672,7939161147436672,0.1807634294662783,OK,201,5096.426873709999,"W1,W2",13.953256327748116,-0.0282774180055728,seasonal_median_flux,,OK,13.953256327748116,0.0,True,True,7939161147436672,True,,False,True,True,True,False,True,ok
8011419677274240,8011419677274240,0.3985344561239669,OK,228,5096.56299808,"W1,W2",13.95362901596167,-0.1533805775014786,seasonal_median_flux,,OK,13.95362901596167,0.0,True,True,8011419677274240,True,,False,True,True,True,False,True,ok
8155597434951296,8155597434951296,0.1874682136073431,OK,77,5096.017099500001,"W1,W2",13.952134427104724,0.0390507275722053,seasonal_median_flux,,OK,13.952134427104724,0.0,True,True,8155597434951296,True,,False,True,True,True,False,True,ok
8261936529703936,8261936529703936,0.3020192796124653,OK,37,3113.3143967399956,"W1,W2",8.5237902717043,0.1639641955968387,seasonal_median_flux,,OK,8.5237902717043,0.0,True,True,8261936529703936,True,,False,True,True,False,False,True,ok
8286538102441600,8286538102441600,0.4244466254954545,OK,203,5096.443427309998,"W1,W2",13.953301649034902,0.129138787831879,seasonal_median_flux,,OK,13.953301649034902,0.0,True,True,8286538102441600,True,,False,True,True,True,False,True,ok
8314820462535424,8314820462535424,0.1373773927105435,OK,194,5096.549754810003,"W1,W2",13.953592757864484,0.129582281848993,seasonal_median_flux,,OK,13.953592757864484,0.0,True,True,8314820462535424,True,,False,True,True,True,False,True,ok
8322340949965312,8322340949965312,0.1184610453660886,OK,124,5096.298389539996,"W1,W2",13.952904557262135,0.1442801770972155,seasonal_median_flux,,OK,13.952904557262137,1.7763568394002505e-15,True,True,8322340949965312,True,,False,True,True,True,False,True,ok
8328117681250688,8328117681250688,0.1493563938976871,OK,168,5096.559177969997,"W1,W2",13.953618557070492,-0.2569466888617853,seasonal_median_flux,,OK,13.953618557070492,0.0,True,True,8328117681250688,True,,False,True,True,True,False,True,ok
8578802037330816,8578802037330816,0.0510024915998221,OK,172,5096.519957390003,"W1,W2",13.953511176974684,-0.0122630531081218,seasonal_median_flux,,OK,13.953511176974683,1.7763568394002505e-15,True,True,8578802037330816,True,,False,True,True,True,False,True,ok
8781765011889024,8781765011889024,0.2324993817374813,OK,47,5095.874862730001,"W1,W2",13.951745004052022,0.4151136599495559,seasonal_median_flux,,OK,13.951745004052022,0.0,True,True,8781765011889024,True,,False,True,True,False,False,True,ok
8797952743613440,8797952743613440,0.4725607918754396,OK,203,5096.543133249994,"W1,W2",13.9535746290212,-0.0139708709755821,seasonal_median_flux,,OK,13.953574629021201,1.7763568394002505e-15,True,True,8797952743613440,True,,False,True,True,True,False,True,ok
8902505132032384,8902505132032384,0.1645315255858002,OK,193,5096.5100255299985,"W1,W2",13.953483985023952,0.0626205443021795,seasonal_median_flux,,OK,13.953483985023952,0.0,True,True,8902505132032384,True,,False,True,True,True,False,True,ok
9159172377805696,9159172377805696,0.0635388158899367,OK,193,5099.227421950003,"W1,W2",13.960923810951412,0.0786539417851542,seasonal_median_flux,,OK,13.960923810951412,0.0,True,True,9159172377805696,True,,False,True,True,True,False,True,ok
9517651823494656,9517651823494656,0.1455120356983682,OK,167,5096.420379739997,"W1,W2",13.953238548227231,-0.0115415051178698,seasonal_median_flux,,OK,13.953238548227233,1.7763568394002505e-15,True,True,9517651823494656,True,,False,True,True,True,False,True,ok
9792426651349120,9792426651349120,0.172958222074562,OK,159,5098.548720519997,"W1,W2",13.959065627707044,-0.0086634428236074,seasonal_median_flux,,OK,13.959065627707043,1.7763568394002505e-15,True,True,9792426651349120,True,,False,True,True,True,False,True,ok
9921756706043776,9921756706043776,0.2649466213141804,OK,103,5098.827080870004,"W1,W2",13.959827736810414,0.1844455577540551,seasonal_median_flux,,OK,13.959827736810414,0.0,True,True,9921756706043776,True,,False,True,True,True,False,True,ok
AKN 120,AKN 120,0.5665394107627462,OK,253,5100.004239180002,"W1,W2",13.963050620616022,-0.3344771925673304,seasonal_median_flux,,OK,13.963050620616022,0.0,True,True,AKN 120,True,,False,True,True,True,False,True,ok
B2,B2,0.0604727458013812,OK,220,5098.470823520001,"W1,W2",13.95885235734429,-0.0026452129587498,seasonal_median_flux,,OK,13.95885235734429,0.0,True,True,B2,True,,True,True,True,True,False,True,ok
BL Lac,BL Lac,0.7953332265218098,OK,247,5114.356492899999,"W1,W2",14.002344949760436,0.8252714320173409,seasonal_median_flux,,OK,14.002344949760435,1.7763568394002505e-15,True,True,BL Lac,True,,False,True,True,True,False,True,ok
Fairall 9,Fairall 9,0.5817097807228772,OK,247,5113.906829419997,"W1,W2",14.001113838247766,0.2346528633031218,seasonal_median_flux,,OK,14.001113838247766,0.0,True,True,Fairall 9,True,,False,True,True,True,False,True,ok
HE 1136-2304,HE 1136-2304,,TOO_FEW_POINTS,0,0.0,none,0.0,,,Only 1 valid W1 flux measurements,TOO_FEW_POINTS,0.0,0.0,True,False,HE 1136-2304,True,,False,False,False,False,True,False,too_few_points_other
HS,HS,0.0428728737341924,OK,872,5275.576851190002,"W1,W2",14.44374223460644,-0.0024405138138648,seasonal_median_flux,,OK,14.443742234606441,1.7763568394002505e-15,True,True,HS,True,,True,True,True,True,False,True,ok
IIIZw 2,IIIZw 2,0.5332214942034638,OK,180,5116.754284360002,"W1,W2",14.008909744996584,-0.299019784407237,seasonal_median_flux,,OK,14.008909744996584,0.0,True,True,IIIZw 2,True,,False,True,True,True,False,True,ok
IIZw 1,IIZw 1,0.4866333940701082,OK,202,5299.313003149997,"W1,W2",14.5087282769336,-0.0961690113040365,seasonal_median_flux,,OK,14.5087282769336,0.0,True,True,IIZw 1,True,,False,True,True,True,False,True,ok
IIZw 136,IIZw 136,0.5473068949566349,OK,248,5114.056558490003,"W1,W2",14.00152377409994,0.1249245237478091,seasonal_median_flux,,OK,14.00152377409994,0.0,True,True,IIZw 136,True,,False,True,True,True,False,True,ok
MR,MR,0.5610524559599588,OK,140,5113.7829251400035,"W1,W2",14.000774606817258,-0.3174381164709067,seasonal_median_flux,,OK,14.000774606817258,0.0,True,True,MR,True,,True,True,True,True,False,True,ok
Mrk 1383,Mrk 1383,0.5109987086765151,OK,207,5274.8895621300035,"W1,W2",14.441860539712534,-0.1392152762307092,seasonal_median_flux,,OK,14.441860539712534,0.0,True,True,Mrk 1383,True,,False,True,True,True,False,True,ok
Mrk 180,Mrk 180,0.5109117555591937,OK,367,5099.872759090002,"W1,W2",13.962690647748122,-0.1498361281003886,seasonal_median_flux,,OK,13.962690647748122,0.0,True,True,Mrk 180,True,,False,True,True,True,False,True,ok
Mrk 205,Mrk 205,0.5556617232585336,OK,495,5098.946246890002,"W1,W2",13.960153995592066,0.1556286756850563,seasonal_median_flux,,OK,13.960153995592066,0.0,True,True,Mrk 205,True,,False,True,True,True,False,True,ok
Mrk 421,Mrk 421,0.5676266092825044,OK,259,5098.402512219996,"W1,W2",13.9586653311978,-0.117709757287003,seasonal_median_flux,,OK,13.9586653311978,0.0,True,True,Mrk 421,True,,False,True,True,True,False,True,ok
Mrk 501,Mrk 501,0.4906381081937133,OK,397,5114.527895129999,"W1,W2",14.002814223490756,0.0255194326662638,seasonal_median_flux,,OK,14.002814223490757,1.7763568394002505e-15,True,True,Mrk 501,True,,False,True,True,True,False,True,ok
Mrk 734,Mrk 734,0.5061886622275253,OK,223,5095.446521539998,"W1,W2",13.950572269787813,0.181303735893943,seasonal_median_flux,,OK,13.950572269787811,1.7763568394002505e-15,True,True,Mrk 734,True,,False,True,True,True,False,True,ok
