source_id,label,color_slope_early,color_slope_late,color_asymmetry,color_range,color_flux_corr,color_flux_corr_pval,dust_lag_proxy,is_turnon_color_signal,is_turnoff_color_signal,n_epochs
5BZQ J0714+3534,blazar,-0.1360929292365497,-0.011901711898902923,10.0,1.889000799999998,-0.6491223335237989,1.1525842498739518e-28,2.4375592894108133,0,0,228
5BZB J2136-4443,blazar,0.28774815959521655,0.1370120977510334,2.1001660752475138,2.4090003000000006,-0.4160107924048171,4.2870384617828974e-07,0.9997765753374402,0,0,137
5BZQ J2031+0239,blazar,0.1732656307585124,0.1311022891872005,1.3216064481613057,1.5050001000000002,-0.11602175413102139,0.08672564603711977,-0.8999262139392198,0,0,219
5BZQ J2223-1607,blazar,-0.017868508309518617,-0.19199582483871702,0.09306717124983717,1.6180000000000003,-0.5419246988330928,7.752422365963033e-06,0.9987930261601636,0,0,60
5BZQ J2211+1841,blazar,0.0277368499673142,0.13461294685786332,0.20604890253685113,0.5400009999999984,0.49602950501067183,9.828203310646855e-19,0.4999660231731688,0,0,279
5BZB J0702-1951,blazar,-0.06322965583465584,-0.04979171966066909,1.2698829497267092,0.36400029999999894,0.24993666249555427,0.0011240149012425491,-0.18864074751978122,0,0,167
5BZB J2012+4628,blazar,0.01789458876415233,-0.03599055907030997,-0.4972023004475716,0.756999050000001,-0.2489055061965784,4.884869558482875e-06,1.20011457136427,0,0,329
5BZB J0731+2804,blazar,-0.007600231945214099,-0.11752201450742192,0.06467070852273485,0.7790002000000005,-0.2872169163700029,2.841768860325e-05,4.895434739286511,0,0,206
5BZQ J1739+3358,blazar,-0.2765647120315243,0.16036903178951434,-1.724551859828634,1.3119993,0.04517659641478552,0.7847855835930961,0.5497958758309377,0,0,39
5BZQ J0807+5117,blazar,0.1297095714877564,0.07448612499414262,1.7413923935223694,0.9519996000000006,-0.53906864348501,1.064076274634113e-20,-1.7455167404521563,0,0,256
5BZQ J2156-2012,blazar,-0.02425368821437896,0.07729378144839226,-0.3137857633550085,0.5619993000000001,-0.6593054862853533,8.620674457804036e-15,0.4498764928028752,0,0,108
5BZB J1811+0341,blazar,-0.03737137572003068,-0.08494525123563262,0.4399466147479499,0.37099929999999937,0.38292217304235765,5.350523399079227e-07,0.04995552627652294,0,0,161
5BZQ J2344+2952,blazar,0.016535662115840486,0.08847989735116411,0.18688609063607745,1.638000400000001,-0.5912097511246112,4.3540820504555963e-26,1.9450057035407284,0,0,262
5BZB J1945-3111,blazar,-0.06534283799908157,0.0661686176631253,-0.98752007079477,0.447999900000001,0.3148671250326369,0.00026365217478047386,0.09499032676139621,0,0,130
5BZQ J2216-5424,blazar,0.034620828926543515,-0.011049508242172323,-3.1332461289460145,1.2730006000000014,-0.7964452519418959,4.4470647298571705e-40,-1.4998551636098545,0,0,177
5BZQ J2206-1835,blazar,-0.030635165184061803,-0.009221598416668074,3.322110094133857,1.7500000999999994,-0.4290077816038241,1.2267213148143485e-08,-4.949425605875968,0,0,162
5BZQ J1740+4348,blazar,-0.11186834033722196,-0.3858539719142156,0.28992403468660655,2.137999500000001,-0.32986666293271305,7.968722451741309e-07,4.850568897245303,0,0,214
5BZQ J1753+2848,blazar,-0.07343065359639195,0.10655245984342024,-0.6891502430286351,1.364000299999999,0.00491021807052479,0.9285487357493403,0.699979832884052,0,0,336
5BZQ J0534-3747,blazar,-0.07344403493712491,-0.50499389683792,0.14543549020493826,2.0300008,-0.32721951123002024,7.787912077070715e-06,-0.7967451771049971,0,0,179
5BZQ J2346+0930,blazar,-0.0006471516718888688,-0.013573513197134011,0.047677536573619866,0.23900019999999955,-0.49964452682476335,1.2028304920041746e-13,-3.781469087881728,0,0,194
5BZQ J2125+0441,blazar,-0.01879962074168735,-0.31490459825405587,0.05969941641347632,1.4170007999999985,0.039233436729893115,0.738233581372534,0.39988060763312844,0,0,75
5BZG J0751+1730,blazar,0.029913332607596505,0.03022977342130395,0.9895321473536273,0.9530000999999988,-0.51627494451859,7.700208506123285e-16,1.9791870926127295,0,0,212
4FGL J0325.2+4705,blazar,-0.02609239991847672,-0.04641913444490197,0.5621044043690122,0.5670003000000001,-0.3806459021585443,4.967298993008951e-09,0.9950007502450383,0,0,221
5BZQ J2349+0534,blazar,0.044041823718743635,0.03367258264121064,1.3079431473379908,0.4160003000000003,-0.20430644307238077,0.006228579786513711,1.6282254190116343,0,0,178
5BZB J0543-5532,blazar,0.01849384421550702,-0.0008349931353777715,-10.0,1.6270008000000011,-0.005645777715783062,0.9045105040926681,1.2456156121560558,0,0,454
5BZB J1903+5540,blazar,0.013918984519648082,-0.019352208175307514,-0.7192452868199318,1.3029993999999991,-0.2412495337129031,6.53062314323076e-09,1.3504346674188898,0,0,564
5BZQ J0618+4620,blazar,,,,2.4210004000000005,-0.484682608049681,0.012094051347197411,-3.382839753852979,0,0,26
