rank,source_id,canonical_id,source_id_normalized,canonical_id_normalized,score,status,n_points_results,baseline_days_results,baseline_years_results,band_coverage_results,delta_mag_results,raw_points_total,kept_points_total,fraction_rejected_total,kept_points_w1,kept_points_w2,season_bins_w1,season_bins_w2,has_pre_gap,has_post_gap,has_both_sides,systematics_verdict,blazar_match,known_clagn_match,stage_a_positive,gate_blazar_veto,gate_wise_qc_pass,gate_data_sufficient,gate_state_change_ratio_pass,gate_transient_spike_pass,state_change_ratio_value,transient_spike_flag,transient_max_nonpeak_ratio,transient_max_adjacency_ratio,transient_min_band_seasons,fp_mode_hint,final_label,decision_trace,coordinate_source,is_top_clagn_candidate,card_path,figure_path
1,4645750160709248,4645750160709248,4645750160709248,4645750160709248,0.8421789664240723,OK,190,5096.470295940002,13.953375211334707,"W1,W2",0.537504487993528,604,589,0.024834437086092714,298,291,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,6.101449275362325,False,0.9590443686006811,0.9045801526717613,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/tuned_all/cards/01_4645750160709248.md,outputs/tuned_all/figures/4645750160709248_wise.png
2,3C 279,3C 279,3C 279,3C 279,0.8249998092651367,OK,191,5269.14904402,14.426143857686515,"W1,W2",0.2611901976717136,636,636,0.0,318,318,15,15,True,True,True,PASS,True,False,True,False,True,True,True,True,46.888888888888836,False,0.9657947686116701,0.9657947686116701,15,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/tuned_all/cards/02_3C_279.md,outputs/tuned_all/figures/3C_279_wise.png
3,BL Lac,BL Lac,BL LAC,BL LAC,0.7953332265218098,OK,247,5114.356492899999,14.002344949760436,"W1,W2",0.8252714320173409,982,140,0.8574338085539714,5,135,4,10,False,True,False,CAUTION,True,False,True,False,True,False,True,True,365.15453451253535,False,0.655860349127183,0.655860349127183,4,artifact_like,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=fail;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/tuned_all/cards/03_BL_Lac.md,outputs/tuned_all/figures/BL_Lac_wise.png
4,SDSSJJ141324.27+530527.0,SDSSJ141324.27+530527.0,SDSSJ141324.27+530527.0,SDSSJ141324.27+530527.0,0.7612271583998753,OK,404,5098.9474546799975,13.960157302340855,"W1,W2",0.0916098398586898,1218,1215,0.0024630541871921183,609,606,24,24,False,True,False,CAUTION,False,False,True,True,True,False,True,False,26.929577464789023,True,0.4733333333333329,0.39047619047619037,24,sn_like,Needs more data,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=fail;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=fail,benchmark_master,False,outputs/tuned_all/cards/04_SDSSJ141324.27+530527.0.md,outputs/tuned_all/figures/SDSSJ141324.27+530527.0_wise.png
5,SDSSJJ082323.88+422048.2,SDSSJ082323.88+422048.2,SDSSJ082323.88+422048.2,SDSSJ082323.88+422048.2,0.757733894073395,OK,253,5098.611096459994,13.95923640372346,"W1,W2",0.4367163062120698,614,614,0.0,307,307,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,21.112359550561873,False,0.9376899696048626,0.8205128205128195,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/tuned_all/cards/05_SDSSJ082323.88+422048.2.md,outputs/tuned_all/figures/SDSSJ082323.88+422048.2_wise.png
6,TON 1542,TON 1542,TON 1542,TON 1542,0.7540873918880219,OK,289,5098.272693759995,13.9583099076249,"W1,W2",0.6207915030098314,704,703,0.0014204545454545455,352,351,24,24,False,True,False,CAUTION,True,False,True,False,True,False,True,True,60.27272727272343,False,0.9857954545454574,0.9857954545454574,24,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=fail;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/tuned_all/cards/06_TON_1542.md,outputs/tuned_all/figures/TON_1542_wise.png
7,SDSSJ153612.80+034245.7,SDSSJ153612.80+034245.7,SDSSJ153612.80+034245.7,SDSSJ153612.80+034245.7,0.7313722515825071,OK,269,5276.732379820001,14.446905899575636,"W1,W2",-0.9251054882140788,644,642,0.003105590062111801,322,320,24,24,True,True,True,PASS,False,True,True,True,True,True,True,True,16.575221238937967,False,0.9735376044568244,0.9735376044568244,24,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/tuned_all/cards/07_SDSSJ153612.80+034245.7.md,outputs/tuned_all/figures/SDSSJ153612.80+034245.7_wise.png
