rank,source_id,canonical_id,source_id_normalized,canonical_id_normalized,score,status,n_points_results,baseline_days_results,baseline_years_results,band_coverage_results,delta_mag_results,raw_points_total,kept_points_total,fraction_rejected_total,kept_points_w1,kept_points_w2,season_bins_w1,season_bins_w2,has_pre_gap,has_post_gap,has_both_sides,systematics_verdict,blazar_match,known_clagn_match,stage_a_positive,gate_blazar_veto,gate_wise_qc_pass,gate_data_sufficient,gate_state_change_ratio_pass,gate_transient_spike_pass,state_change_ratio_value,transient_spike_flag,transient_max_nonpeak_ratio,transient_max_adjacency_ratio,transient_min_band_seasons,fp_mode_hint,final_label,decision_trace,coordinate_source,is_top_clagn_candidate,card_path,figure_path
199,000132.22+135258.3,000132.22+135258.3,000132.22+135258.3,000132.22+135258.3,0.065752,OK,221.000000,5113.458779,13.999887,"W1,W2",0.039932,692,692,0.000000,346,346,24,24,False,True,False,CAUTION,False,False,False,True,True,True,True,True,3.844930,False,0.776406,0.269945,24,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/199_000132.22+135258.3.md,outputs/v2_rows/figures/000132.22+135258.3_wise.png
200,9159172377805696,9159172377805696,9159172377805696,9159172377805696,0.063539,OK,193.000000,5099.227422,13.960924,"W1,W2",0.078654,602,602,0.000000,301,301,23,23,True,True,True,PASS,False,False,False,True,True,True,True,True,2.324468,False,0.891775,0.614719,23,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/200_9159172377805696.md,outputs/v2_rows/figures/9159172377805696_wise.png
201,1995T,1995T,1995T,1995T,0.062661,OK,190.000000,5114.003975,14.001380,"W1,W2",-0.019856,600,598,0.003333,299,299,23,23,False,True,False,CAUTION,False,False,False,True,True,True,True,True,2.584615,False,0.882353,0.882353,23,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/201_1995T.md,outputs/v2_rows/figures/1995T_wise.png
202,000116.62+195153.3,000116.62+195153.3,000116.62+195153.3,000116.62+195153.3,0.060973,OK,26.000000,4184.948942,11.457766,"W1,W2",0.030971,166,166,0.000000,83,83,21,21,False,True,False,CAUTION,False,False,False,True,True,True,True,True,10.019355,False,0.985921,0.530964,21,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/202_000116.62+195153.3.md,outputs/v2_rows/figures/000116.62+195153.3_wise.png
203,B2,B2,B2,B2,0.060473,OK,220.000000,5098.470824,13.958852,"W1,W2",-0.002645,734,732,0.002725,367,365,24,24,False,True,False,CAUTION,True,False,False,False,True,True,True,True,3.811765,False,0.705882,0.077670,24,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/203_B2.md,outputs/v2_rows/figures/B2_wise.png
204,10762260330928128,10762260330928128,10762260330928128,10762260330928128,0.058494,OK,178.000000,5099.230732,13.960933,"W1,W2",0.034545,580,580,0.000000,290,290,23,23,True,True,True,PASS,False,False,False,True,True,True,True,True,3.710884,False,0.922990,0.420159,23,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/204_10762260330928128.md,outputs/v2_rows/figures/10762260330928128_wise.png
205,11997565941688192,11997565941688192,11997565941688192,11997565941688192,0.056215,OK,192.000000,5098.983832,13.960257,"W1,W2",0.002870,590,584,0.010169,290,294,23,23,True,True,True,PASS,False,False,False,True,True,True,True,True,2.677966,False,0.939024,0.432927,23,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/205_11997565941688192.md,outputs/v2_rows/figures/11997565941688192_wise.png
206,8578802037330816,8578802037330816,8578802037330816,8578802037330816,0.051002,OK,172.000000,5096.519957,13.953511,"W1,W2",-0.012263,610,610,0.000000,305,305,24,24,True,True,True,PASS,False,False,False,True,True,True,True,True,3.233010,False,0.807377,0.143443,24,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/206_8578802037330816.md,outputs/v2_rows/figures/8578802037330816_wise.png
207,HS,HS,HS,HS,0.042873,OK,872.000000,5275.576851,14.443742,"W1,W2",-0.002441,2602,2601,0.000384,1301,1300,19,19,True,True,True,PASS,True,False,False,False,True,True,True,True,2.303571,False,0.903030,0.684848,19,unknown,Rejected,stage_a_positive=fail;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/207_HS.md,outputs/v2_rows/figures/HS_wise.png
208,000206.48+284933.5,000206.48+284933.5,000206.48+284933.5,000206.48+284933.5,0.035278,OK,228.000000,5116.425642,14.008010,"W1,W2",0.013240,592,584,0.013514,296,288,14,14,False,True,False,CAUTION,False,False,False,True,True,True,True,True,3.403390,False,0.801325,0.125828,14,normal_agn_like,Rejected,stage_a_positive=fail;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/208_000206.48+284933.5.md,outputs/v2_rows/figures/000206.48+284933.5_wise.png
