rank,source_id,canonical_id,source_id_normalized,canonical_id_normalized,score,status,n_points_results,baseline_days_results,baseline_years_results,band_coverage_results,delta_mag_results,raw_points_total,kept_points_total,fraction_rejected_total,kept_points_w1,kept_points_w2,season_bins_w1,season_bins_w2,has_pre_gap,has_post_gap,has_both_sides,systematics_verdict,blazar_match,known_clagn_match,stage_a_positive,gate_blazar_veto,gate_wise_qc_pass,gate_data_sufficient,gate_state_change_ratio_pass,gate_transient_spike_pass,state_change_ratio_value,transient_spike_flag,transient_max_nonpeak_ratio,transient_max_adjacency_ratio,transient_min_band_seasons,fp_mode_hint,final_label,decision_trace,coordinate_source,is_top_clagn_candidate,card_path,figure_path
1,4645750160709248,4645750160709248,4645750160709248,4645750160709248,0.842179,OK,190.000000,5096.470296,13.953375,"W1,W2",0.537504,604,589,0.024834,298,291,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,6.101449,False,0.959044,0.904580,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/01_4645750160709248.md,outputs/v2_rows/figures/4645750160709248_wise.png
2,3C 279,3C 279,3C 279,3C 279,0.825000,OK,191.000000,5269.149044,14.426144,"W1,W2",0.261190,636,636,0.000000,318,318,15,15,True,True,True,PASS,True,False,True,False,True,True,True,True,46.888889,False,0.965795,0.965795,15,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/02_3C_279.md,outputs/v2_rows/figures/3C_279_wise.png
3,BL Lac,BL Lac,BL LAC,BL LAC,0.795333,OK,247.000000,5114.356493,14.002345,"W1,W2",0.825271,982,140,0.857434,5,135,4,10,False,True,False,CAUTION,True,False,True,False,True,True,True,True,365.154535,False,0.655860,0.655860,4,artifact_like,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/03_BL_Lac.md,outputs/v2_rows/figures/BL_Lac_wise.png
4,SDSSJJ141324.27+530527.0,SDSSJ141324.27+530527.0,SDSSJ141324.27+530527.0,SDSSJ141324.27+530527.0,0.761227,OK,404.000000,5098.947455,13.960157,"W1,W2",0.091610,1218,1215,0.002463,609,606,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,26.929577,False,0.473333,0.390476,24,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/04_SDSSJ141324.27+530527.0.md,outputs/v2_rows/figures/SDSSJ141324.27+530527.0_wise.png
5,SDSSJJ082323.88+422048.2,SDSSJ082323.88+422048.2,SDSSJ082323.88+422048.2,SDSSJ082323.88+422048.2,0.757734,OK,253.000000,5098.611096,13.959236,"W1,W2",0.436716,614,614,0.000000,307,307,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,21.112360,False,0.937690,0.820513,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/05_SDSSJ082323.88+422048.2.md,outputs/v2_rows/figures/SDSSJ082323.88+422048.2_wise.png
6,TON 1542,TON 1542,TON 1542,TON 1542,0.754087,OK,289.000000,5098.272694,13.958310,"W1,W2",0.620792,704,703,0.001420,352,351,24,24,False,True,False,CAUTION,True,False,True,False,True,True,True,True,60.272727,False,0.985795,0.985795,24,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/06_TON_1542.md,outputs/v2_rows/figures/TON_1542_wise.png
7,SDSSJ153612.80+034245.7,SDSSJ153612.80+034245.7,SDSSJ153612.80+034245.7,SDSSJ153612.80+034245.7,0.731372,OK,269.000000,5276.732380,14.446906,"W1,W2",-0.925105,644,642,0.003106,322,320,24,24,True,True,True,PASS,False,True,True,True,True,True,True,True,16.575221,False,0.973538,0.973538,24,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/07_SDSSJ153612.80+034245.7.md,outputs/v2_rows/figures/SDSSJ153612.80+034245.7_wise.png
8,SDSSJJ101322.43+214021.74,SDSSJ101322.43+214021.74,SDSSJ101322.43+214021.74,SDSSJ101322.43+214021.74,0.729755,OK,180.000000,5098.376905,13.958595,"W1,W2",-0.509843,564,564,0.000000,282,282,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,5.591912,False,0.782419,0.782419,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/08_SDSSJ101322.43+214021.74.md,outputs/v2_rows/figures/SDSSJ101322.43+214021.74_wise.png
9,SDSSJJ100256.22+475027.7,SDSSJ100256.22+475027.7,SDSSJ100256.22+475027.7,SDSSJ100256.22+475027.7,0.719130,OK,291.000000,5101.828652,13.968046,"W1,W2",0.645789,704,704,0.000000,352,352,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,24.967742,False,0.883792,0.883792,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/09_SDSSJ100256.22+475027.7.md,outputs/v2_rows/figures/SDSSJ100256.22+475027.7_wise.png
10,3C 345,3C 345,3C 345,3C 345,0.712666,OK,505.000000,5277.517284,14.449055,"W1,W2",-0.029266,1260,1258,0.001587,630,628,24,24,True,True,True,PASS,True,False,True,False,True,True,True,True,69.463415,False,0.813550,0.782851,24,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/10_3C_345.md,outputs/v2_rows/figures/3C_345_wise.png
11,SDSSJJ091407.16+243633.08,SDSSJ091407.16+243633.08,SDSSJ091407.16+243633.08,SDSSJ091407.16+243633.08,0.710498,OK,160.000000,5095.680523,13.951213,"W1,W2",0.472757,512,492,0.039062,237,255,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,4.627848,False,0.830865,0.830865,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/11_SDSSJ091407.16+243633.08.md,outputs/v2_rows/figures/SDSSJ091407.16+243633.08_wise.png
12,5054111356737024,5054111356737024,5054111356737024,5054111356737024,0.706090,OK,217.000000,5096.218803,13.952687,"W1,W2",0.587607,642,622,0.031153,321,301,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,13.133531,False,0.957997,0.957997,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/12_5054111356737024.md,outputs/v2_rows/figures/5054111356737024_wise.png
13,SDSSJJ081425.89+294115.6,SDSSJ081425.89+294115.6,SDSSJ081425.89+294115.6,SDSSJ081425.89+294115.6,0.704250,OK,224.000000,5098.705582,13.959495,"W1,W2",0.559170,564,563,0.001773,282,281,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,9.933824,False,0.994521,0.994521,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/13_SDSSJ081425.89+294115.6.md,outputs/v2_rows/figures/SDSSJ081425.89+294115.6_wise.png
14,1997bt,1997bt,1997BT,1997BT,0.699311,OK,197.000000,5098.219331,13.958164,"W1,W2",0.590177,682,679,0.004399,340,339,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,16.575000,False,0.934746,0.934746,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/14_1997bt.md,outputs/v2_rows/figures/1997bt_wise.png
15,3C 446,3C 446,3C 446,3C 446,0.689994,OK,202.000000,5113.961700,14.001264,"W1,W2",-0.125613,618,617,0.001618,309,308,23,23,False,True,False,CAUTION,True,False,True,False,True,True,True,True,51.901235,False,0.891233,0.734516,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/15_3C_446.md,outputs/v2_rows/figures/3C_446_wise.png
16,2000dw,2000dw,2000DW,2000DW,0.680989,OK,202.000000,5114.343250,14.002309,"W1,W2",0.567032,910,909,0.001099,455,454,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,16.331429,False,0.531073,0.112994,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/16_2000dw.md,outputs/v2_rows/figures/2000dw_wise.png
17,SDSSJJ025410.08+034911.9,SDSSJ025410.08+034911.9,SDSSJ025410.08+034911.9,SDSSJ025410.08+034911.9,0.680955,OK,207.000000,5096.450431,13.953321,"W1,W2",0.536274,626,624,0.003195,313,311,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,9.420168,False,0.973774,0.973774,24,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/17_SDSSJ025410.08+034911.9.md,outputs/v2_rows/figures/SDSSJ025410.08+034911.9_wise.png
18,SDSSJJ082942.66+415436.8,SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,SDSSJ082942.66+415436.8,0.677192,OK,255.000000,5098.573278,13.959133,"W1,W2",0.416279,598,597,0.001672,298,299,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,75.040000,False,0.970018,0.970018,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/18_SDSSJ082942.66+415436.8.md,outputs/v2_rows/figures/SDSSJ082942.66+415436.8_wise.png
19,SDSSJJ020222.00+010557.11,SDSSJ020222.00+010557.11,SDSSJ020222.00+010557.11,SDSSJ020222.00+010557.11,0.669048,OK,147.000000,5300.560717,14.512144,"W1,W2",-0.435069,602,602,0.000000,301,301,20,20,True,True,True,PASS,False,False,True,True,True,True,True,True,13.149606,False,0.894464,0.894464,20,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/19_SDSSJ020222.00+010557.11.md,outputs/v2_rows/figures/SDSSJ020222.00+010557.11_wise.png
20,3C 66A,3C 66A,3C 66A,3C 66A,0.652129,OK,179.000000,5096.127757,13.952437,"W1,W2",-0.960377,634,633,0.001577,317,316,24,24,True,True,True,PASS,True,False,True,False,True,True,True,True,105.217391,False,0.996310,0.905289,24,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/20_3C_66A.md,outputs/v2_rows/figures/3C_66A_wise.png
21,SDSSJJ113706.93+481943.68,SDSSJ113706.93+481943.68,SDSSJ113706.93+481943.68,SDSSJ113706.93+481943.68,0.650362,OK,212.000000,5098.394618,13.958644,"W1,W2",-0.272990,720,719,0.001389,360,359,23,23,True,True,True,PASS,False,True,True,True,True,True,True,True,10.523077,False,0.838220,0.838220,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/21_SDSSJ113706.93+481943.68.md,outputs/v2_rows/figures/SDSSJ113706.93+481943.68_wise.png
22,1959C,1959C,1959C,1959C,0.650000,OK,46.000000,5268.449068,14.424227,"W1,W2",0.000000,96,96,0.000000,48,48,12,12,True,True,True,PASS,False,False,True,True,True,True,True,True,14.855843,False,0.913963,0.902680,12,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/22_1959C.md,outputs/v2_rows/figures/1959C_wise.png
23,SDSSJJ022930.91-000845.37,SDSSJ022930.91-000845.37,SDSSJ022930.91-000845.37,SDSSJ022930.91-000845.37,0.644372,OK,208.000000,5304.715851,14.523520,"W1,W2",-0.300615,666,665,0.001502,333,332,25,25,True,True,True,PASS,False,False,True,True,True,True,True,True,9.319728,False,0.980728,0.980728,25,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/23_SDSSJ022930.91-000845.37.md,outputs/v2_rows/figures/SDSSJ022930.91-000845.37_wise.png
24,NGC 3516,NGC 3516,NGC 3516,NGC 3516,0.641190,OK,439.000000,5098.987122,13.960266,"W1,W2",0.171264,1072,892,0.167910,446,446,20,20,False,True,False,CAUTION,False,False,True,True,True,True,True,True,63.963636,False,0.867284,0.867284,20,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/24_NGC_3516.md,outputs/v2_rows/figures/NGC_3516_wise.png
25,NGC 1275,NGC 1275,NGC 1275,NGC 1275,0.640543,OK,167.000000,5098.912653,13.960062,"W1,W2",0.491767,628,624,0.006369,314,310,23,23,True,True,True,PASS,True,False,True,False,True,True,True,True,46.444444,False,0.784655,0.770471,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/25_NGC_1275.md,outputs/v2_rows/figures/NGC_1275_wise.png
26,5928944654308352,5928944654308352,5928944654308352,5928944654308352,0.637592,OK,47.000000,5095.348192,13.950303,"W1,W2",0.359020,246,241,0.020325,123,118,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,5.308989,False,0.965379,0.705726,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/26_5928944654308352.md,outputs/v2_rows/figures/5928944654308352_wise.png
27,4C 29.45,4C 29.45,4C 29.45,4C 29.45,0.637300,OK,135.000000,5098.245539,13.958236,"W1,W2",-0.257479,670,670,0.000000,335,335,23,23,False,True,False,CAUTION,True,False,True,False,True,True,True,True,125.393443,False,0.926227,0.926227,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/27_4C_29.45.md,outputs/v2_rows/figures/4C_29.45_wise.png
28,3C 120,3C 120,3C 120,3C 120,0.636668,OK,218.000000,5098.834232,13.959847,"W1,W2",0.404256,614,606,0.013029,307,299,23,23,True,True,True,PASS,True,False,True,False,True,True,True,True,43.550000,False,0.884739,0.884739,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/28_3C_120.md,outputs/v2_rows/figures/3C_120_wise.png
29,SDSSJ161711.42+063833.4,SDSSJ161711.42+063833.4,SDSSJ161711.42+063833.4,SDSSJ161711.42+063833.4,0.636248,OK,273.000000,5276.768546,14.447005,"W1,W2",-0.697865,702,701,0.001425,351,350,24,24,True,True,True,PASS,False,True,True,True,True,True,True,True,23.432432,False,0.927966,0.927966,24,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/29_SDSSJ161711.42+063833.4.md,outputs/v2_rows/figures/SDSSJ161711.42+063833.4_wise.png
30,SDSSJ141213.61+021202.1,SDSSJ141213.61+021202.1,SDSSJ141213.61+021202.1,SDSSJ141213.61+021202.1,0.627534,OK,215.000000,5274.247076,14.440102,"W1,W2",0.372707,684,675,0.013158,342,333,19,19,True,True,True,PASS,False,False,True,True,True,True,True,True,15.855422,False,0.934495,0.934495,19,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/30_SDSSJ141213.61+021202.1.md,outputs/v2_rows/figures/SDSSJ141213.61+021202.1_wise.png
31,SDSSJJ110501.26+562724.5,SDSSJ110501.26+562724.5,SDSSJ110501.26+562724.5,SDSSJ110501.26+562724.5,0.621198,OK,245.000000,5098.856841,13.959909,"W1,W2",-0.811048,826,826,0.000000,413,413,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,24.925000,False,0.808960,0.808960,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/31_SDSSJ110501.26+562724.5.md,outputs/v2_rows/figures/SDSSJ110501.26+562724.5_wise.png
32,SDSSJJ215130.35+003522.26,SDSSJ215130.35+003522.26,SDSSJ215130.35+003522.26,SDSSJ215130.35+003522.26,0.610625,OK,203.000000,5114.146718,14.001771,"W1,W2",0.262236,622,620,0.003215,310,310,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,5.294521,False,0.862304,0.833674,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/32_SDSSJ215130.35+003522.26.md,outputs/v2_rows/figures/SDSSJ215130.35+003522.26_wise.png
33,1999H,1999H,1999H,1999H,0.609735,OK,80.000000,5094.790838,13.948777,"W1,W2",0.427919,344,334,0.029070,172,162,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,10.568807,False,0.618478,0.618478,23,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/33_1999H.md,outputs/v2_rows/figures/1999H_wise.png
34,SDSSJJ124946.13+365204.21,SDSSJ124946.13+365204.21,SDSSJ124946.13+365204.21,SDSSJ124946.13+365204.21,0.603605,OK,293.000000,5098.421166,13.958716,"W1,W2",-0.263316,760,760,0.000000,380,380,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,6.568548,False,0.815414,0.815414,24,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/34_SDSSJ124946.13+365204.21.md,outputs/v2_rows/figures/SDSSJ124946.13+365204.21_wise.png
35,OJ 287,OJ 287,OJ 287,OJ 287,0.601788,OK,222.000000,5096.024726,13.952155,"W1,W2",0.351683,592,589,0.005068,296,293,23,23,True,True,True,PASS,True,False,True,False,True,True,True,True,111.250000,False,0.797730,0.529928,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/35_OJ_287.md,outputs/v2_rows/figures/OJ_287_wise.png
36,SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,SDSSJ102152.34+464515.6,0.598574,OK,221.000000,5098.634631,13.959301,"W1,W2",-0.443346,732,731,0.001366,365,366,23,23,True,True,True,PASS,False,True,True,True,True,True,True,True,18.250000,False,0.748695,0.748695,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/36_SDSSJ102152.34+464515.6.md,outputs/v2_rows/figures/SDSSJ102152.34+464515.6_wise.png
37,SDSSJ123359.12+084211.5,SDSSJ123359.12+084211.5,SDSSJ123359.12+084211.5,SDSSJ123359.12+084211.5,0.588818,OK,170.000000,4936.046974,13.514160,"W1,W2",0.289907,576,574,0.003472,288,286,23,23,False,True,False,CAUTION,False,True,True,True,True,True,True,True,7.930000,False,0.788665,0.788665,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/37_SDSSJ123359.12+084211.5.md,outputs/v2_rows/figures/SDSSJ123359.12+084211.5_wise.png
38,3C 382.0,3C 382.0,3C 382.0,3C 382.0,0.587954,OK,333.000000,5117.165260,14.010035,"W1,W2",-0.542354,960,959,0.001042,480,479,22,22,True,True,True,PASS,True,False,True,False,True,True,True,True,57.000000,False,0.974576,0.962697,22,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/38_3C_382.0.md,outputs/v2_rows/figures/3C_382.0_wise.png
39,Fairall 9,Fairall 9,FAIRALL 9,FAIRALL 9,0.581710,OK,247.000000,5113.906829,14.001114,"W1,W2",0.234653,966,959,0.007246,483,476,23,23,False,True,False,CAUTION,True,False,True,False,True,True,True,True,20.700000,False,0.983827,0.983827,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/39_Fairall_9.md,outputs/v2_rows/figures/Fairall_9_wise.png
40,NGC 1566,NGC 1566,NGC 1566,NGC 1566,0.576138,OK,534.000000,5306.512096,14.528438,"W1,W2",-0.124193,1714,1606,0.063011,749,857,22,25,True,True,True,PASS,False,True,True,True,True,True,True,True,57.433333,False,0.560447,0.560447,22,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/40_NGC_1566.md,outputs/v2_rows/figures/NGC_1566_wise.png
41,000159.27+034352.9,000159.27+034352.9,000159.27+034352.9,000159.27+034352.9,0.572703,OK,64.000000,5113.843968,14.000942,"W1,W2",0.363577,254,253,0.003937,127,126,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,8.497006,False,0.978887,0.379079,24,normal_agn_like,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/41_000159.27+034352.9.md,outputs/v2_rows/figures/000159.27+034352.9_wise.png
42,SDSSJJ090258.39+252915.15,SDSSJ090258.39+252915.15,SDSSJ090258.39+252915.15,SDSSJ090258.39+252915.15,0.570870,OK,209.000000,5096.016576,13.952133,"W1,W2",-0.209250,518,499,0.036680,241,258,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,13.127907,False,0.993214,0.993214,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/42_SDSSJ090258.39+252915.15.md,outputs/v2_rows/figures/SDSSJ090258.39+252915.15_wise.png
43,SDSSJJ012256.19-000252.68,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,SDSSJ012256.19-000252.68,0.568901,OK,156.000000,5299.691451,14.509764,"W1,W2",0.333437,598,598,0.000000,299,299,17,17,True,True,True,PASS,False,False,True,True,True,True,True,True,8.118056,False,0.757493,0.757493,17,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/43_SDSSJ012256.19-000252.68.md,outputs/v2_rows/figures/SDSSJ012256.19-000252.68_wise.png
44,Mrk 421,Mrk 421,MRK 421,MRK 421,0.567627,OK,259.000000,5098.402512,13.958665,"W1,W2",-0.117710,674,480,0.287834,171,309,23,21,True,True,True,PASS,True,False,True,False,True,True,True,True,86.000000,False,0.671105,0.478949,21,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/44_Mrk_421.md,outputs/v2_rows/figures/Mrk_421_wise.png
